Setpoint (C):;100

Time (sec);Temperature 1 (C);Temperature 2 (C);Relay 1;Relay 2
1335;99.7;124.9;0;0
1336;99.6;124.9;0;0
1337;99.7;124.9;0;0
1338;99.6;124.9;0;0
1339;99.7;124.9;0;0
1340;99.7;124.9;0;0
1341;99.7;124.9;0;0
1342;99.8;124.9;0;0
1343;99.7;124.9;0;0
1344;99.8;124.9;0;0
1345;99.7;124.9;1;1
1346;99.7;124.9;0;0
1347;99.6;124.9;0;0
1348;99.6;124.9;0;0
1349;99.6;124.9;0;0
1350;99.6;124.9;0;0
1351;99.5;124.9;0;0
1352;99.7;124.9;0;0
1353;99.7;124.9;0;0
1354;99.8;124.9;0;0
1355;99.7;124.9;0;0
1356;99.7;124.9;0;0
1357;99.7;124.9;0;0
1358;99.7;124.9;0;0
1359;99.7;124.9;0;0
1360;99.7;124.9;0;0
1361;99.7;124.9;0;0
1362;99.7;124.9;0;0
1363;99.8;124.9;1;1
1364;99.8;124.9;0;0
1365;99.9;124.9;0;0
1366;99.8;124.9;0;0
1367;99.8;124.9;0;0
1368;99.8;124.9;0;0
1369;99.9;124.9;0;0
1370;99.9;124.9;0;0
1371;99.9;124.9;0;0
1372;99.9;124.9;0;0
1373;99.9;124.9;0;0
1374;99.9;124.9;0;0
1375;100;124.9;0;0
1376;100;124.9;0;0
1377;99.9;124.9;0;0
1378;99.8;124.9;0;0
1379;99.8;124.9;0;0
1380;99.9;124.9;0;0
1381;99.9;124.9;1;1
1382;99.9;124.9;0;0
1383;100;124.9;0;0
1384;100;124.9;0;0
1385;99.9;124.9;0;0
1386;99.9;124.9;0;0
1387;99.9;124.9;0;0
1388;99.9;124.9;0;0
1389;100;124.9;0;0
1390;100;124.9;0;0
1391;100;124.9;0;0
1392;100;124.9;0;0
1393;100;124.9;0;0
1394;100;124.9;0;0
1395;100.1;124.9;0;0
1396;100.1;124.9;0;0
1397;100.1;124.9;0;0
1398;100.2;124.9;0;0
1399;100.1;124.9;0;0
1400;100.1;124.9;0;0
1401;100.1;124.9;0;0
1402;100;124.9;0;0
1403;100;124.9;0;0
1404;99.9;124.9;0;0
1405;99.9;124.9;0;0
1406;100;124.9;0;0
1407;100;124.9;0;0
1408;100;124.9;0;0
1409;100;124.9;0;0
1410;100.1;124.9;0;0
1411;100;124.9;0;0
1412;100;124.9;0;0
1413;100;124.9;0;0
1414;100;124.9;0;0
1415;100.1;124.9;0;0
1416;100.1;124.9;0;0
1417;100;124.9;0;0
1418;100;124.9;0;0
1419;100;124.9;0;0
1420;100;124.9;0;0
1421;100.1;124.9;0;0
1422;100.1;124.9;0;0
1423;100.1;124.9;0;0
1424;100.1;124.9;0;0
1425;100;124.9;0;0
1426;99.9;124.9;0;0
1427;99.9;124.9;0;0
1428;100;124.9;0;0
1429;99.9;124.9;0;0
1430;100.1;124.9;0;0
1431;100.1;124.9;0;0
1432;100.1;124.9;0;0
1433;100.1;124.9;0;0
1434;100;124.9;0;0
1435;100.1;124.9;0;0
1436;100;124.9;0;0
1437;100;124.9;0;0
1438;99.9;124.9;0;0
1439;99.9;124.9;0;0
1440;100;124.9;0;0
1441;99.9;124.9;0;0
1442;99.9;124.9;0;0
1443;100;124.9;0;0
1444;100;124.9;0;0
1445;99.8;124.9;0;0
1446;99.8;124.9;1;1
1447;99.9;124.9;0;0
1448;100;124.9;0;0
1449;99.9;124.9;0;0
1450;99.9;124.9;0;0
1451;99.8;124.9;0;0
1452;99.9;124.9;0;0
1453;99.9;124.9;0;0
1454;99.8;124.9;0;0
1455;99.8;124.9;0;0
1456;99.9;124.9;0;0
1457;100;124.9;0;0
1458;99.9;124.9;0;0
1459;100;124.9;0;0
1460;100;124.9;0;0
1461;100;124.9;0;0
1462;100;124.9;0;0
1463;100;124.9;0;0
1464;100.1;124.9;0;0
1465;100;124.9;0;0
1466;100;124.9;0;0
1467;100.1;124.9;0;0
1468;100.1;124.9;0;0
1469;100.1;124.9;0;0
1470;100.1;124.9;0;0
1471;100.1;124.9;0;0
1472;100;124.9;0;0
1473;100.1;124.9;0;0
1474;100.1;124.9;0;0
1475;100;124.9;0;0
1476;100;124.9;0;0
1477;100;124.9;0;0
1478;100;124.9;0;0
1479;100;124.9;0;0
1480;100;124.9;0;0
1481;100;124.9;0;0
1482;100.1;124.9;0;0
1483;100;124.9;0;0
1484;99.9;124.9;0;0
1485;99.9;124.9;0;0
1486;99.9;124.9;0;0
1487;100;124.9;0;0
1488;99.9;124.9;0;0
1489;99.9;124.9;0;0
1490;99.7;124.9;0;0
1491;99.9;124.9;0;0
1492;99.8;124.9;0;0
1493;99.8;124.9;0;0
1494;99.9;124.9;0;0
1495;99.9;124.9;0;0
1496;99.8;124.9;0;0
1497;99.8;124.9;0;0
1498;99.8;124.9;0;0
1499;99.8;124.9;1;1
1500;99.8;124.9;0;0
1501;99.8;124.9;0;0
1502;99.9;124.9;0;0
1503;100;124.9;0;0
1504;100;124.9;0;0
1505;99.9;124.9;0;0
1506;99.9;124.9;0;0
1507;99.9;124.9;0;0
1508;99.9;124.9;0;0
1509;99.9;124.9;0;0
1510;99.9;124.9;0;0
1511;99.9;124.9;0;0
1512;100;124.9;0;0
1513;100;124.9;0;0
1514;100.2;124.9;0;0
1515;100.1;124.9;0;0
1516;100;124.9;0;0
1517;99.9;124.9;0;0
1518;100;124.9;0;0
1519;100;124.9;0;0
1520;100.1;124.9;0;0
1521;100.2;124.9;0;0
1522;100.2;124.9;0;0
1523;100.2;124.9;0;0
1524;100.1;124.9;0;0
1525;100;124.9;0;0
1526;100;124.9;0;0
1527;100.1;124.9;0;0
1528;100;124.9;0;0
1529;100.1;124.9;0;0
1530;100.1;124.9;0;0
1531;100.1;124.9;0;0
1532;100.1;124.9;0;0
1533;100.1;124.9;0;0
1534;100.1;124.9;1;1
1535;100;124.9;0;0
1536;100;124.9;0;0
1537;100;124.9;0;0
1538;100;124.9;0;0
1539;100.1;124.9;0;0
1540;100.1;124.9;0;0
1541;100.1;124.9;0;0
1542;100.1;124.9;0;0
1543;100.2;124.9;0;0
1544;100.2;124.9;0;0
1545;100.1;124.9;0;0
1546;100.1;124.9;0;0
1547;100.1;124.9;0;0
1548;100.1;124.9;0;0
1549;100;124.9;0;0
1550;100.1;124.9;0;0
1551;100;124.9;0;0
1552;100;124.9;0;0
1553;100;124.9;0;0
1554;100;124.9;0;0
1555;100;124.9;0;0
1556;100;124.9;0;0
1557;100;124.9;0;0
1558;100;124.9;0;0
1559;100;124.9;0;0
1560;100.1;124.9;0;0
1561;100.1;124.9;0;0
1562;100;124.9;0;0
1563;100.1;124.9;0;0
1564;100.1;124.9;0;0
1565;100.1;124.9;0;0
1566;100.1;124.9;0;0
1567;100.1;124.9;0;0
1568;100.1;124.9;0;0
1569;100.1;124.9;0;0
1570;100.1;124.9;1;1
1571;100.2;124.9;0;0
1572;100.2;124.9;0;0
1573;100.1;124.9;0;0
1574;100;124.9;0;0
1575;100.1;124.9;0;0
1576;100.2;124.9;0;0
1577;100.2;124.9;0;0
1578;100.2;124.9;0;0
1579;100.2;124.9;0;0
1580;100.1;124.9;0;0
1581;100.1;124.9;0;0
1582;100.2;124.9;0;0
1583;100.2;124.9;0;0
1584;100.2;124.9;0;0
1585;100.2;124.9;0;0
1586;100.2;124.9;0;0
1587;100.2;124.9;0;0
1588;100.2;124.9;0;0
1589;100.2;124.9;0;0
1590;100.2;124.9;0;0
1591;100.2;124.9;0;0
1592;100.2;124.9;0;0
1593;100.2;124.9;0;0
1594;100.1;124.9;0;0
1595;100.2;124.9;0;0
1596;100.1;124.9;0;0
1597;100.2;124.9;0;0
1598;100.2;124.9;0;0
1599;100.2;124.9;0;0
1600;100.2;124.9;0;0
1601;100.2;124.9;0;0
1602;100.2;124.9;0;0
1603;100.2;124.9;0;0
1604;100.2;124.9;0;0
1605;100.1;124.9;0;0
1606;100.2;124.9;0;0
1607;100.2;124.9;0;0
1608;100.2;124.9;0;0
1609;100.2;124.9;0;0
1610;100.2;124.9;0;0
1611;100.2;124.9;0;0
1612;100.3;124.9;0;0
1613;100.2;124.9;0;0
1614;100.2;124.9;0;0
1615;100.2;124.9;0;0
1616;100.2;124.9;0;0
1617;100.2;124.9;0;0
1618;100.2;124.9;0;0
1619;100.2;124.9;0;0
1620;100.2;124.9;0;0
1621;100.2;124.9;0;0
1622;100.2;124.9;0;0
1623;100.2;124.9;0;0
1624;100.2;124.9;0;0
1625;100.1;124.9;0;0
1626;100.1;124.9;0;0
1627;100.2;124.9;0;0
1628;100.2;124.9;0;0
1629;100.3;124.9;0;0
1630;100.2;124.9;0;0
1631;100.2;124.9;0;0
1632;100.2;124.9;0;0
1633;100.2;124.9;0;0
1634;100.1;124.9;0;0
1635;100.1;124.9;0;0
1636;100.1;124.9;0;0
1637;100.1;124.9;0;0
1638;100.1;124.9;0;0
1639;100.2;124.9;0;0
1640;100.1;124.9;0;0
1641;100.1;124.9;0;0
1642;100.1;124.9;0;0
1643;100;124.9;0;0
1644;100.1;124.9;0;0
1645;100.1;124.9;0;0
1646;100.1;124.9;0;0
1647;100.1;124.9;0;0
1648;100.1;124.9;0;0
1649;100;124.9;0;0
1650;100;124.9;0;0
1651;100;124.9;0;0
1652;99.9;124.9;0;0
1653;100;124.9;0;0
1654;99.9;124.9;0;0
1655;99.9;124.9;0;0
1656;99.9;124.9;0;0
1657;99.9;124.9;0;0
1658;100;124.9;1;1
1659;100;124.9;0;0
1660;100.1;124.9;0;0
1661;100.1;124.9;0;0
1662;100.1;124.9;0;0
1663;100.1;124.9;0;0
1664;100.2;124.9;0;0
1665;100.2;124.9;0;0
1666;100.2;124.9;0;0
1667;100.2;124.9;0;0
1668;100.1;124.9;0;0
1669;100.2;124.9;0;0
1670;100.2;124.9;0;0
1671;100.1;124.9;0;0
1672;100.1;124.9;0;0
1673;100.1;124.9;0;0
1674;100.2;124.9;0;0
1675;100.2;124.9;0;0
1676;100.1;124.9;0;0
1677;100.2;124.9;0;0
1678;100.2;124.9;0;0
1679;100.2;124.9;0;0
1680;100.3;124.9;0;0
1681;100.3;124.9;0;0
1682;100.3;124.9;0;0
1683;100.3;124.9;0;0
1684;100.2;124.9;0;0
1685;100.2;124.9;0;0
1686;100.2;124.9;0;0
1687;100.2;124.9;0;0
1688;100.1;124.9;0;0
1689;100.1;124.9;0;0
1690;100.1;124.9;0;0
1691;100.1;124.9;0;0
1692;100.1;124.9;0;0
1693;100.1;124.9;0;0
1694;100.1;124.9;0;0
1695;100.1;124.9;0;0
1696;100.2;124.9;0;0
1697;100.2;124.9;0;0
1698;100.1;124.9;0;0
1699;100.1;124.9;0;0
1700;100.1;124.9;0;0
1701;100.2;124.9;0;0
1702;100.1;124.9;0;0
1703;100.2;124.9;0;0
1704;100.1;124.9;0;0
1705;100.1;124.9;0;0
1706;100.2;124.9;0;0
1707;100.2;124.9;0;0
1708;100.2;124.9;0;0
1709;100.1;124.9;0;0
1710;100;124.9;0;0
1711;100.1;124.9;0;0
1712;100.1;124.9;0;0
1713;100.1;124.9;0;0
1714;100.1;124.9;0;0
1715;100.1;124.9;0;0
1716;100;124.9;0;0
1717;100;124.9;0;0
1718;100;124.9;0;0
1719;100;124.9;0;0
1720;100;124.9;0;0
1721;100.1;124.9;0;0
1722;100.1;124.9;0;0
1723;100.1;124.9;0;0
1724;100;124.9;0;0
1725;100;124.9;0;0
1726;100;124.9;0;0
1727;100;124.9;0;0
1728;100;124.9;0;0
1729;100;124.9;0;0
1730;100;124.9;0;0
1731;100.1;124.9;0;0
1732;100;124.9;0;0
1733;99.9;124.9;0;0
1734;99.9;124.9;0;0
1735;99.9;124.9;0;0
1736;100;124.9;0;0
1737;99.9;124.9;0;0
1738;99.9;124.9;0;0
1739;99.9;124.9;0;0
1740;99.9;124.9;0;0
1741;99.9;124.9;0;0
1742;99.9;124.9;0;0
1743;99.8;124.9;0;0
1744;99.9;124.9;0;0
1745;99.9;124.9;0;0
1746;100;124.9;0;0
1747;99.9;124.9;0;0
1748;99.9;124.9;0;0
1749;99.9;124.9;0;0
1750;99.9;124.9;0;0
1751;99.9;124.9;0;0
1752;99.9;124.9;0;0
1753;99.9;124.9;0;0
1754;99.8;124.9;0;0
1755;99.9;124.9;0;0
1756;99.8;124.9;0;0
1757;99.8;124.9;0;0
1758;99.8;124.9;0;0
1759;99.8;124.9;0;0
1760;99.8;124.9;0;0
1761;99.8;124.9;0;0
1762;99.7;124.9;0;0
1763;99.6;124.9;0;0
1764;99.8;124.9;0;0
1765;99.8;124.9;0;0
1766;99.8;124.9;0;0
1767;99.7;124.9;0;0
1768;99.8;124.9;0;0
1769;99.8;124.9;0;0
1770;99.8;124.9;0;0
1771;99.8;124.9;0;0
1772;99.8;124.9;0;0
1773;99.7;124.9;0;0
1774;99.7;124.9;0;0
1775;99.7;124.9;0;0
1776;99.7;124.9;0;0
1777;99.7;124.9;0;0
1778;99.7;124.9;0;0
1779;99.7;124.9;0;0
1780;99.7;124.9;0;0
1781;99.7;124.9;0;0
1782;99.7;124.9;0;0
1783;99.7;124.9;0;0
1784;99.6;124.9;0;0
1785;99.6;124.9;0;0
1786;99.6;124.9;0;0
1787;99.6;124.9;0;0
1788;99.6;124.9;0;0
1789;99.6;124.9;0;0
1790;99.5;124.9;0;0
1791;99.5;124.9;0;0
1792;99.5;124.9;0;0
1793;99.6;124.9;0;0
1794;99.5;124.9;0;0
1795;99.6;124.9;0;0
1796;99.6;124.9;0;0
1797;99.6;124.9;0;0
1798;99.6;124.9;0;0
1799;99.6;124.9;0;0
1800;99.7;124.9;0;0
1801;99.7;124.9;0;0
1802;99.6;124.9;0;0
1803;99.6;124.9;0;0
1804;99.5;124.9;0;0
1805;99.5;124.9;0;0
1806;99.5;124.9;0;0
1807;99.5;124.9;0;0
1808;99.5;124.9;0;0
1809;99.5;124.9;0;0
1810;99.5;124.9;0;0
1811;99.5;124.9;0;0
1812;99.5;124.9;0;0
1813;99.5;124.9;0;0
1814;99.5;124.9;0;0
1815;99.4;124.9;0;0
1816;99.5;124.9;0;0
1817;99.5;124.9;0;0
1818;99.5;124.9;0;0
1819;99.5;124.9;0;0
1820;99.4;124.9;0;0
1821;99.4;124.9;0;0
1822;99.4;124.9;0;0
1823;99.3;124.9;0;0
1824;99.3;124.9;0;0
1825;99.3;124.9;0;0
1826;99.4;124.9;0;0
1827;99.4;124.9;0;0
1828;99.4;124.9;0;0
1829;99.4;124.9;1;1
1830;99.3;124.9;0;0
1831;99.2;124.9;0;0
1832;99.3;124.9;0;0
1833;99.3;124.9;0;0
1834;99.3;124.9;0;0
1835;99.3;124.9;0;0
1836;99.4;124.9;0;0
1837;99.4;124.9;0;0
1838;99.3;124.9;1;1
1839;99.4;124.9;0;0
1840;99.4;124.9;0;0
1841;99.3;124.9;0;0
1842;99.4;124.9;0;0
1843;99.4;124.9;0;0
1844;99.3;124.9;0;0
1845;99.3;124.9;0;0
1846;99.3;124.9;0;0
1847;99.3;124.9;1;1
1848;99.4;124.9;0;0
1849;99.3;124.9;0;0
1850;99.4;124.9;0;0
1851;99.5;124.9;0;0
1852;99.5;124.9;0;0
1853;99.5;124.9;0;0
1854;99.4;124.9;0;0
1855;99.6;124.9;0;0
1856;99.6;124.9;0;0
1857;99.7;124.9;0;0
1858;99.6;124.9;0;0
1859;99.5;124.9;0;0
1860;99.5;124.9;0;0
1861;99.6;124.9;0;0
1862;99.6;124.9;0;0
1863;99.6;124.9;0;0
1864;99.7;124.9;0;0
1865;99.7;124.9;1;1
1866;99.7;124.9;0;0
1867;99.7;124.9;0;0
1868;99.6;124.9;0;0
1869;99.6;124.9;0;0
1870;99.6;124.9;0;0
1871;99.5;124.9;0;0
1872;99.6;124.9;0;0
1873;99.7;124.9;0;0
1874;99.7;124.9;1;1
1875;99.7;124.9;0;0
1876;99.7;124.9;0;0
1877;99.8;124.9;0;0
1878;99.8;124.9;0;0
1879;99.8;124.9;0;0
1880;99.9;124.9;0;0
1881;99.8;124.9;0;0
1882;99.8;124.9;0;0
1883;99.9;124.9;0;0
1884;99.9;124.9;0;0
1885;100;124.9;0;0
1886;99.9;124.9;0;0
1887;100.1;124.9;0;0
1888;100;124.9;0;0
1889;99.9;124.9;0;0
1890;99.9;124.9;0;0
1891;100;124.9;0;0
1892;99.9;124.9;0;0
1893;100.1;124.9;0;0
1894;100.1;124.9;0;0
1895;100.1;124.9;0;0
1896;100.1;124.9;0;0
1897;100.1;124.9;0;0
1898;100.2;124.9;0;0
1899;100.1;124.9;0;0
1900;100.1;124.9;0;0
1901;100.2;124.9;0;0
1902;100.2;124.9;0;0
1903;100.2;124.9;0;0
1904;100.1;124.9;0;0
1905;100.2;124.9;0;0
1906;100.2;124.9;0;0
1907;100.2;124.9;0;0
1908;100.1;124.9;0;0
1909;100.1;124.9;0;0
1910;100.1;124.9;0;0
1911;100.1;124.9;0;0
1912;100.1;124.9;0;0
1913;100.3;124.9;0;0
1914;100.2;124.9;0;0
1915;100.2;124.9;0;0
1916;100.2;124.9;0;0
1917;100.1;124.9;0;0
1918;100.2;124.9;0;0
1919;100.1;124.9;0;0
1920;100.1;124.9;0;0
1921;100.1;124.9;0;0
1922;100;124.9;0;0
1923;100.1;124.9;0;0
1924;100.1;124.9;0;0
1925;100.1;124.9;0;0
1926;100.1;124.9;0;0
1927;100.1;124.9;0;0
1928;100.1;124.9;0;0
1929;100.1;124.9;0;0
1930;100;124.9;0;0
1931;100;124.9;0;0
1932;99.9;124.9;0;0
1933;99.9;124.9;0;0
1934;100;124.9;0;0
1935;100;124.9;0;0
1936;100;124.9;1;1
1937;100.1;124.9;0;0
1938;100.1;124.9;0;0
1939;100.1;124.9;0;0
1940;100;124.9;0;0
1941;100.1;124.9;0;0
1942;100.1;124.9;0;0
1943;100.1;124.9;0;0
1944;100.1;124.9;0;0
1945;100.1;124.9;1;1
1946;100;124.9;0;0
1947;100.1;124.9;0;0
1948;100.2;124.9;0;0
1949;100.2;124.9;0;0
1950;100.1;124.9;0;0
1951;100.2;124.9;0;0
1952;100.2;124.9;0;0
1953;100.1;124.9;0;0
1954;100.2;124.9;0;0
1955;100.3;124.9;0;0
1956;100.4;124.9;0;0
1957;100.4;124.9;0;0
1958;100.5;124.9;0;0
1959;100.4;124.9;0;0
1960;100.4;124.9;0;0
1961;100.4;124.9;0;0
1962;100.4;124.9;0;0
1963;100.4;124.9;0;0
1964;100.4;124.9;0;0
1965;100.6;124.9;0;0
1966;100.5;124.9;0;0
1967;100.5;124.9;0;0
1968;100.5;124.9;0;0
1969;100.5;124.9;0;0
1970;100.5;124.9;0;0
1971;100.4;124.9;0;0
1972;100.5;124.9;1;1
1973;100.5;124.9;0;0
1974;100.6;124.9;0;0
1975;100.6;124.9;0;0
1976;100.5;124.9;0;0
1977;100.6;124.9;0;0
1978;100.5;124.9;0;0
1979;100.6;124.9;0;0
1980;100.5;124.9;0;0
1981;100.6;124.9;0;0
1982;100.5;124.9;0;0
1983;100.5;124.9;0;0
1984;100.6;124.9;0;0
1985;100.5;124.9;0;0
1986;100.6;124.9;0;0
1987;100.6;124.9;0;0
1988;100.6;124.9;0;0
1989;100.7;124.9;0;0
1990;100.7;124.9;0;0
1991;100.6;124.9;0;0
1992;100.6;124.9;0;0
1993;100.5;124.9;0;0
1994;100.5;124.9;0;0
1995;100.6;124.9;0;0
1996;100.6;124.9;0;0
1997;100.6;124.9;0;0
1998;100.6;124.9;0;0
1999;100.6;124.9;0;0
2000;100.6;124.9;0;0
2001;100.7;124.9;0;0
2002;100.7;124.9;0;0
2003;100.6;124.9;0;0
2004;100.7;124.9;0;0
2005;100.7;124.9;0;0
2006;100.5;124.9;0;0
2007;100.7;124.9;0;0
2008;100.7;124.9;0;0
2009;100.7;124.9;0;0
2010;100.7;124.9;0;0
2011;100.7;124.9;0;0
2012;100.7;124.9;0;0
2013;100.7;124.9;0;0
2014;100.7;124.9;0;0
2015;100.6;124.9;0;0
2016;100.6;124.9;0;0
2017;100.6;124.9;0;0
2018;100.5;124.9;0;0
2019;100.4;124.9;0;0
2020;100.4;124.9;0;0
2021;100.5;124.9;0;0
2022;100.5;124.9;0;0
2023;100.5;124.9;0;0
2024;100.5;124.9;0;0
2025;100.6;124.9;0;0
2026;100.7;124.9;0;0
2027;100.7;124.9;0;0
2028;100.6;124.9;0;0
2029;100.7;124.9;0;0
2030;100.7;124.9;0;0
2031;100.7;124.9;0;0
2032;100.7;124.9;0;0
2033;100.6;124.9;0;0
2034;100.5;124.9;0;0
2035;100.7;124.9;0;0
2036;100.6;124.9;0;0
2037;100.6;124.9;0;0
2038;100.7;124.9;0;0
2039;100.5;124.9;0;0
2040;100.5;124.9;0;0
2041;100.5;124.9;0;0
2042;100.5;124.9;0;0
2043;100.5;124.9;0;0
2044;100.6;124.9;0;0
2045;100.5;124.9;0;0
2046;100.5;124.9;0;0
2047;100.6;124.9;0;0
2048;100.6;124.9;0;0
2049;100.6;124.9;0;0
2050;100.6;124.9;0;0
2051;100.6;124.9;0;0
2052;100.6;124.9;0;0
2053;100.6;124.9;0;0
2054;100.6;124.9;0;0
2055;100.6;124.9;0;0
2056;100.6;124.9;0;0
2057;100.7;124.9;0;0
2058;100.7;124.9;0;0
2059;100.6;124.9;0;0
2060;100.6;124.9;0;0
2061;100.6;124.9;0;0
2062;100.4;124.9;0;0
2063;100.4;124.9;0;0
2064;100.4;124.9;0;0
2065;100.5;124.9;0;0
2066;100.3;124.9;0;0
2067;100.5;124.9;0;0
2068;100.6;124.9;0;0
2069;100.6;124.9;0;0
2070;100.5;124.9;0;0
2071;100.5;124.9;0;0
2072;100.4;124.9;0;0
2073;100.4;124.9;0;0
2074;100.4;124.9;0;0
2075;100.4;124.9;0;0
2076;100.4;124.9;0;0
2077;100.4;124.9;0;0
2078;100.5;124.9;0;0
2079;100.3;124.9;0;0
2080;100.3;124.9;0;0
2081;100.3;124.9;0;0
2082;100.2;124.9;0;0
2083;100.3;124.9;0;0
2084;100.3;124.9;0;0
2085;100.4;124.9;0;0
2086;100.5;124.9;0;0
2087;100.5;124.9;0;0
2088;100.5;124.9;0;0
2089;100.5;124.9;0;0
2090;100.5;124.9;0;0
2091;100.3;124.9;0;0
2092;100.3;124.9;0;0
2093;100.3;124.9;0;0
2094;100.3;124.9;0;0
2095;100.2;124.9;0;0
2096;100.3;124.9;0;0
2097;100.3;124.9;0;0
2098;100.4;124.9;0;0
2099;100.4;124.9;0;0
2100;100.3;124.9;0;0
2101;100.3;124.9;0;0
2102;100.4;124.9;0;0
2103;100.4;124.9;0;0
2104;100.3;124.9;0;0
2105;100.3;124.9;0;0
2106;100.3;124.9;0;0
2107;100.3;124.9;0;0
2108;100.2;124.9;0;0
2109;100.2;124.9;0;0
2110;100.3;124.9;0;0
2111;100.3;124.9;0;0
2112;100.3;124.9;0;0
2113;100.3;124.9;0;0
2114;100.2;124.9;0;0
2115;100.3;124.9;0;0
2116;100.3;124.9;0;0
2117;100.3;124.9;0;0
2118;100.3;124.9;0;0
2119;100.3;124.9;0;0
2120;100.2;124.9;0;0
2121;100.2;124.9;0;0
2122;100.1;124.9;0;0
2123;100.3;124.9;0;0
2124;100.2;124.9;0;0
2125;100.3;124.9;0;0
2126;100.2;124.9;0;0
2127;100.3;124.9;0;0
2128;100.2;124.9;0;0
2129;100.2;124.9;0;0
2130;100.1;124.9;0;0
2131;100.1;124.9;0;0
2132;100.2;124.9;0;0
2133;100.2;124.9;0;0
2134;100.1;124.9;0;0
2135;100;124.9;0;0
2136;100.1;124.9;0;0
2137;100.2;124.9;0;0
2138;100.2;124.9;0;0
2139;100.2;124.9;0;0
2140;100.2;124.9;0;0
2141;100.3;124.9;0;0
2142;100.2;124.9;0;0
2143;100.2;124.9;0;0
2144;100.2;124.9;0;0
2145;100.2;124.9;0;0
2146;100.3;124.9;0;0
2147;100.3;124.9;0;0
2148;100.2;124.9;0;0
2149;100.2;124.9;0;0
2150;100.2;124.9;0;0
2151;100.2;124.9;0;0
2152;100.2;124.9;0;0
2153;100.2;124.9;0;0
2154;100.2;124.9;0;0
2155;100.3;124.9;0;0
2156;100.3;124.9;0;0
2157;100.3;124.9;0;0
2158;100.2;124.9;0;0
2159;100.2;124.9;0;0
2160;100.2;124.9;0;0
2161;100.2;124.9;0;0
2162;100.2;124.9;0;0
2163;100.2;124.9;0;0
2164;100.2;124.9;0;0
2165;100.2;124.9;0;0
2166;100.1;124.9;0;0
2167;100.1;124.9;0;0
2168;100.1;124.9;0;0
2169;100.1;124.9;0;0
2170;100.2;124.9;0;0
2171;100.1;124.9;0;0
2172;100.1;124.9;0;0
2173;100.1;124.9;0;0
2174;100.1;124.9;0;0
2175;100.1;124.9;0;0
2176;100.1;124.9;0;0
2177;100.1;124.9;0;0
2178;99.9;124.9;0;0
2179;99.9;124.9;0;0
2180;100;124.9;0;0
2181;100;124.9;0;0
2182;99.9;124.9;0;0
2183;99.9;124.9;0;0
2184;100;124.9;0;0
2185;99.9;124.9;0;0
2186;99.9;124.9;0;0
2187;99.8;124.9;0;0
2188;99.9;124.9;0;0
2189;99.9;124.9;0;0
2190;99.8;124.9;0;0
2191;99.9;124.9;0;0
2192;99.8;124.9;0;0
2193;99.7;124.9;0;0
2194;99.7;124.9;0;0
2195;99.8;124.9;0;0
2196;99.9;124.9;0;0
2197;99.9;124.9;1;1
2198;99.9;124.9;0;0
2199;100;124.9;0;0
2200;100;124.9;0;0
2201;100.1;124.9;0;0
2202;100.1;124.9;0;0
2203;100.1;124.9;0;0
2204;100;124.9;0;0
2205;99.9;124.9;0;0
2206;99.9;124.9;0;0
2207;99.9;124.9;0;0
2208;99.9;124.9;0;0
2209;100;124.9;0;0
2210;100;124.9;0;0
2211;100;124.9;0;0
2212;100;124.9;0;0
2213;100;124.9;0;0
2214;100;124.9;0;0
2215;100;124.9;0;0
2216;100.1;124.9;0;0
2217;100;124.9;0;0
2218;99.9;124.9;0;0
2219;99.9;124.9;0;0
2220;99.9;124.9;0;0
2221;99.8;124.9;0;0
2222;99.9;124.9;0;0
2223;99.9;124.9;0;0
2224;100;124.9;0;0
2225;100.1;124.9;0;0
2226;100;124.9;0;0
2227;100;124.9;0;0
2228;100;124.9;0;0
2229;99.9;124.9;0;0
2230;99.9;124.9;0;0
2231;99.9;124.9;0;0
2232;99.9;124.9;0;0
2233;99.9;124.9;0;0
2234;99.9;124.9;0;0
2235;99.9;124.9;0;0
2236;99.9;124.9;0;0
2237;99.9;124.9;0;0
2238;99.9;124.9;0;0
2239;99.9;124.9;0;0
2240;99.9;124.9;0;0
2241;99.8;124.9;0;0
2242;99.8;124.9;1;1
2243;99.7;124.9;1;1
2244;99.7;124.9;0;0
2245;99.8;124.9;0;0
2246;99.8;124.9;0;0
2247;99.9;124.9;0;0
2248;99.9;124.9;0;0
2249;99.9;124.9;0;0
2250;99.9;124.9;0;0
2251;99.9;124.9;0;0
2252;99.9;124.9;0;0
2253;99.9;124.9;0;0
2254;100;124.9;0;0
2255;100;124.9;0;0
2256;99.9;124.9;0;0
2257;99.9;124.9;0;0
2258;99.8;124.9;0;0
2259;100;124.9;0;0
2260;99.9;124.9;0;0
2261;99.8;124.9;0;0
2262;99.9;124.9;0;0
2263;99.9;124.9;0;0
2264;99.9;124.9;0;0
2265;99.9;124.9;0;0
2266;99.9;124.9;0;0
2267;99.9;124.9;0;0
2268;100;124.9;0;0
2269;100;124.9;0;0
2270;99.9;124.9;0;0
2271;99.9;124.9;0;0
2272;99.9;124.9;0;0
2273;100;124.9;0;0
2274;99.9;124.9;0;0
2275;99.9;124.9;0;0
2276;99.8;124.9;0;0
2277;99.9;124.9;0;0
2278;99.9;124.9;0;0
2279;99.9;124.9;0;0
2280;99.9;124.9;0;0
2281;99.9;124.9;0;0
2282;99.9;124.9;0;0
