Time (sec);Temperature 1 (C);Temperature 2 (C);Set point (C);Relay 1;Relay 2
0;210.4;215;0;0
1;210.3;215;0;0
2;210.3;215;0;0
3;210.3;215;0;0
4;210.2;215;0;0
5;210.2;215;0;0
6;210.1;215;0;0
7;210.1;215;0;0
8;210.1;215;1;0
9;210;215;0;0
10;210;215;0;0
11;210.1;215;0;0
12;209.9;215;0;0
13;209.9;215;0;0
14;209.9;215;0;0
15;209.8;215;1;0
16;209.9;215;0;0
17;209.9;215;0;0
18;209.9;215;0;0
19;209.9;215;0;0
20;209.9;215;0;0
21;209.9;215;0;0
22;209.9;215;1;0
23;209.9;215;0;0
24;209.9;215;0;0
25;209.9;215;0;0
26;209.9;215;0;0
27;209.9;215;0;0
28;209.8;215;0;0
29;209.9;215;0;0
30;209.9;215;0;0
31;209.9;215;0;0
32;209.8;215;0;0
33;209.8;215;0;0
34;209.9;215;0;0
35;209.8;215;0;0
36;209.8;215;0;0
37;209.8;215;0;0
38;209.8;215;0;0
39;209.8;215;0;0
40;209.8;215;0;0
41;209.8;215;0;0
42;209.7;215;0;0
43;209.6;215;0;0
44;209.5;215;1;0
45;209.6;215;0;0
46;209.5;215;0;0
47;209.6;215;0;0
48;209.6;215;0;0
49;209.5;215;0;0
50;209.6;215;0;0
51;209.5;215;1;0
52;209.6;215;0;0
53;209.6;215;0;0
54;209.6;215;0;0
55;209.5;215;0;0
56;209.5;215;0;0
57;209.5;215;0;0
58;209.5;215;1;0
59;209.5;215;0;0
60;209.6;215;0;0
61;209.5;215;0;0
62;209.5;215;0;0
63;209.5;215;0;0
64;209.5;215;0;0
65;209.6;215;1;0
66;209.5;215;0;0
67;209.5;215;0;0
68;209.5;215;0;0
69;209.5;215;0;0
70;209.5;215;0;0
71;209.6;215;0;0
72;209.6;215;0;0
73;209.6;215;0;0
74;209.6;215;0;0
75;209.6;215;0;0
76;209.6;215;0;0
77;209.6;215;0;0
78;209.6;215;0;0
79;209.6;215;0;0
80;209.7;215;0;0
81;209.6;215;0;0
82;209.7;215;0;0
83;209.6;215;0;0
84;209.6;215;0;0
85;209.6;215;0;0
86;209.6;215;1;0
87;209.6;215;0;0
88;209.7;215;0;0
89;209.8;215;0;0
90;209.7;215;0;0
91;209.7;215;0;0
92;209.7;215;0;0
93;209.7;215;1;0
94;209.7;215;0;0
95;209.7;215;0;0
96;209.8;215;0;0
97;209.8;215;0;0
98;209.8;215;0;0
99;209.6;215;0;0
100;209.7;215;1;0
101;209.7;215;0;0
102;209.8;215;0;0
103;209.7;215;0;0
104;209.8;215;0;0
105;209.8;215;0;0
106;209.8;215;0;0
107;209.8;215;0;0
108;209.8;215;0;0
109;209.8;215;0;0
110;209.8;215;0;0
111;209.8;215;0;0
112;209.9;215;0;0
113;209.8;215;0;0
114;209.9;215;0;0
115;209.8;215;1;0
116;209.8;215;0;0
117;209.8;215;0;0
118;209.8;215;0;0
119;209.8;215;0;0
120;209.8;215;0;0
121;209.7;215;0;0
122;209.8;215;1;0
123;209.8;215;0;0
124;209.8;215;0;0
125;209.8;215;0;0
126;209.9;215;0;0
127;209.8;215;0;0
128;209.9;215;0;0
129;209.9;215;1;0
130;209.9;215;0;0
131;209.9;215;0;0
132;209.9;215;0;0
133;209.9;215;0;0
134;210;215;0;0
135;209.8;215;0;0
136;209.9;215;0;0
137;210;215;0;0
138;210;215;0;0
139;210.1;215;0;0
140;210.1;215;0;0
141;210.1;215;0;0
142;210.1;215;0;0
143;210.1;215;0;0
144;210;215;0;0
145;210;215;0;0
146;209.9;215;0;0
147;210;215;0;0
148;210;215;0;0
149;210;215;0;0
150;209.9;215;0;0
151;210;215;1;0
152;209.9;215;0;0
153;209.9;215;0;0
154;209.9;215;0;0
155;210;215;0;0
156;209.9;215;0;0
157;210;215;0;0
158;209.9;215;1;0
159;209.9;215;0;0
160;209.9;215;0;0
161;210;215;0;0
162;210;215;0;0
163;210;215;0;0
164;210;215;0;0
165;210.1;215;1;0
166;210.1;215;0;0
167;210.1;215;0;0
168;210.1;215;0;0
169;210.1;215;0;0
170;210.1;215;0;0
171;210.1;215;0;0
172;210.3;215;1;0
173;210.2;215;0;0
174;210.2;215;0;0
175;210.2;215;0;0
176;210.3;215;0;0
177;210.4;215;0;0
178;210.4;215;0;0
179;210.4;215;0;0
180;210.3;215;0;0
181;210.4;215;0;0
182;210.4;215;0;0
183;210.3;215;0;0
184;210.4;215;0;0
185;210.4;215;0;0
186;210.4;215;0;0
187;210.4;215;0;0
188;210.3;215;0;0
189;210.3;215;0;0
190;210.3;215;0;0
191;210.2;215;0;0
192;210.3;215;0;0
193;210.3;215;1;0
194;210.3;215;0;0
