Time (sec);Temperature 1 (C);Temperature 2 (C);Set point (C);Relay 1;Relay 2
0;216;230;0;0
1;215.7;230;0;0
2;215.4;230;1;0
3;215.6;230;0;0
4;215.7;230;0;0
5;215.4;230;0;0
6;215.8;230;0;0
7;216.3;230;0;0
8;216.4;230;0;0
9;216.5;230;1;0
10;216.6;230;0;0
11;216.6;230;0;0
12;216.7;230;0;0
13;216.7;230;0;0
14;216.7;230;0;0
15;216.7;230;0;0
16;216.7;230;1;0
17;216.7;230;0;0
18;216.7;230;0;0
19;216.7;230;0;0
20;216.9;230;0;0
21;216.9;230;0;0
22;216.9;230;0;0
23;217;230;1;0
24;217;230;0;0
25;217;230;0;0
26;217.1;230;0;0
27;217.1;230;0;0
28;217;230;0;0
29;217.1;230;0;0
30;217.1;230;1;0
31;217.1;230;0;0
32;217.1;230;0;0
33;217.1;230;0;0
34;217;230;0;0
35;217.1;230;0;0
36;217.1;230;0;0
37;217.1;230;1;0
38;217.1;230;0;0
39;217.1;230;0;0
40;217.1;230;0;0
41;217.2;230;0;0
42;217.2;230;0;0
43;217.2;230;0;0
44;217.2;230;1;0
45;217.1;230;0;0
46;217.2;230;0;0
47;217.2;230;0;0
48;217.1;230;0;0
49;217.1;230;0;0
50;217.1;230;0;0
51;217.2;230;1;0
52;217.2;230;0;0
53;217.3;230;0;0
54;217.3;230;0;0
55;217.3;230;0;0
56;217.3;230;0;0
57;217.2;230;0;0
58;217.3;230;1;0
59;217.2;230;0;0
60;217.2;230;0;0
61;217.3;230;0;0
62;217.2;230;0;0
63;217.3;230;0;0
64;217.3;230;0;0
65;217.3;230;0;0
66;217.3;230;1;0
67;217.3;230;0;0
68;217.3;230;0;0
69;217.3;230;0;0
70;217.2;230;0;0
71;217.3;230;0;0
72;217.3;230;1;0
73;217.4;230;0;0
74;217.4;230;0;0
75;217.5;230;0;0
76;217.4;230;0;0
77;217.5;230;0;0
78;217.5;230;0;0
79;217.5;230;1;0
80;217.5;230;0;0
81;217.5;230;0;0
82;217.5;230;0;0
83;217.5;230;0;0
84;217.5;230;0;0
85;217.6;230;0;0
86;217.6;230;1;0
87;217.6;230;0;0
88;217.6;230;0;0
89;217.6;230;0;0
90;217.6;230;0;0
91;217.6;230;0;0
92;217.6;230;0;0
93;217.6;230;1;0
94;217.6;230;0;0
95;217.6;230;0;0
96;217.5;230;0;0
97;217.6;230;0;0
98;217.6;230;0;0
99;217.6;230;0;0
100;217.7;230;0;0
101;217.8;230;1;0
102;217.7;230;0;0
103;217.8;230;0;0
104;217.8;230;0;0
105;217.8;230;0;0
106;217.9;230;0;0
107;217.8;230;0;0
108;217.8;230;1;0
109;217.8;230;0;0
110;217.8;230;0;0
111;217.8;230;0;0
112;217.9;230;0;0
113;217.8;230;0;0
114;217.9;230;0;0
115;217.9;230;1;0
116;217.9;230;0;0
117;217.8;230;0;0
118;217.8;230;0;0
119;217.9;230;0;0
120;217.9;230;0;0
121;217.9;230;0;0
122;218;230;1;0
123;217.9;230;0;0
124;218;230;0;0
125;218.1;230;0;0
126;218;230;0;0
127;218;230;0;0
128;217.9;230;0;0
129;217.9;230;0;0
130;218.1;230;1;0
131;218;230;0;0
132;218;230;0;0
133;218.1;230;0;0
134;218.1;230;0;0
135;218.1;230;0;0
136;218.1;230;0;0
137;218.1;230;1;0
138;218.1;230;0;0
139;218.1;230;0;0
140;218.1;230;0;0
141;218.2;230;0;0
142;218.2;230;0;0
143;218.2;230;0;0
144;218.2;230;1;0
145;218.2;230;0;0
146;218.2;230;0;0
147;218.3;230;0;0
148;218.4;230;0;0
149;218.4;230;0;0
150;218.5;230;0;0
151;218.5;230;1;0
152;218.4;230;0;0
153;218.6;230;0;0
154;218.5;230;0;0
155;218.6;230;0;0
156;218.7;230;0;0
157;218.6;230;0;0
