Setpoint, C:;350

Time, sec;Temperature 1, C;Temperature 2, C;Relay 1;Relay 2
738;348.7;124.9;0;0
739;348.8;124.9;0;0
740;348.7;124.9;0;0
741;348.8;124.9;0;0
742;348.7;124.9;1;1
743;348.8;124.9;0;0
744;348.8;124.9;0;0
745;348.8;124.9;0;0
746;348.8;124.9;0;0
747;348.8;124.9;0;0
748;348.8;124.9;0;0
749;348.8;124.9;0;0
750;348.8;124.9;0;0
751;348.8;124.9;0;0
752;348.8;124.9;0;0
753;348.8;124.9;0;0
754;348.9;124.9;0;0
755;348.8;124.9;1;1
756;348.8;124.9;0;0
757;348.8;124.9;0;0
758;348.8;124.9;0;0
759;348.8;124.9;0;0
760;348.8;124.9;0;0
761;348.8;124.9;1;1
762;348.8;124.9;0;0
763;348.8;124.9;0;0
764;348.9;124.9;0;0
765;348.9;124.9;0;0
766;348.9;124.9;0;0
767;349;124.9;0;0
768;348.9;124.9;0;0
769;348.9;124.9;0;0
770;348.9;124.9;0;0
771;348.9;124.9;0;0
772;348.9;124.9;0;0
773;348.9;124.9;0;0
774;348.9;124.9;1;1
775;348.9;124.9;0;0
776;348.9;124.9;0;0
777;348.9;124.9;0;0
778;348.9;124.9;0;0
779;349;124.9;0;0
780;348.9;124.9;1;1
781;348.9;124.9;0;0
782;348.9;124.9;0;0
783;349;124.9;0;0
784;349;124.9;0;0
785;348.9;124.9;0;0
786;349;124.9;0;0
787;349;124.9;1;1
788;349;124.9;0;0
789;349.1;124.9;0;0
790;349.1;124.9;0;0
791;349;124.9;0;0
792;349.1;124.9;0;0
793;349.1;124.9;1;1
794;349.1;124.9;0;0
795;349.2;124.9;0;0
796;349.2;124.9;0;0
797;349.2;124.9;0;0
798;349.2;124.9;0;0
799;349.3;124.9;0;0
800;349.2;124.9;0;0
801;349.3;124.9;0;0
802;349.3;124.9;0;0
803;349.4;124.9;0;0
804;349.3;124.9;0;0
805;349.3;124.9;0;0
806;349.3;124.9;0;0
807;349.4;124.9;0;0
808;349.3;124.9;0;0
809;349.3;124.9;0;0
810;349.2;124.9;0;0
811;349.3;124.9;0;0
812;349.3;124.9;1;1
813;349.3;124.9;0;0
814;349.4;124.9;0;0
815;349.3;124.9;0;0
816;349.3;124.9;0;0
817;349.3;124.9;0;0
818;349.3;124.9;0;0
819;349.3;124.9;0;0
820;349.4;124.9;0;0
821;349.3;124.9;0;0
822;349.3;124.9;0;0
823;349.3;124.9;0;0
824;349.2;124.9;0;0
825;349.2;124.9;1;1
826;349.3;124.9;0;0
827;349.3;124.9;0;0
828;349.2;124.9;0;0
829;349.2;124.9;0;0
830;349.3;124.9;0;0
831;349.3;124.9;1;1
832;349.2;124.9;0;0
833;349.2;124.9;0;0
834;349.2;124.9;0;0
835;349.3;124.9;0;0
836;349.3;124.9;0;0
837;349.3;124.9;0;0
838;349.3;124.9;0;0
839;349.3;124.9;0;0
840;349.3;124.9;0;0
841;349.3;124.9;0;0
842;349.3;124.9;0;0
843;349.4;124.9;0;0
844;349.4;124.9;1;1
845;349.3;124.9;0;0
846;349.4;124.9;0;0
847;349.3;124.9;0;0
848;349.3;124.9;0;0
849;349.3;124.9;0;0
850;349.3;124.9;0;0
851;349.3;124.9;0;0
852;349.3;124.9;0;0
853;349.4;124.9;0;0
854;349.2;124.9;0;0
855;349.2;124.9;0;0
856;349.3;124.9;0;0
857;349.3;124.9;1;1
858;349.3;124.9;0;0
859;349.2;124.9;0;0
860;349.3;124.9;0;0
861;349.2;124.9;0;0
862;349.2;124.9;0;0
863;349.2;124.9;1;1
864;349.2;124.9;0;0
865;349.2;124.9;0;0
866;349.3;124.9;0;0
867;349.2;124.9;0;0
868;349.3;124.9;0;0
869;349.3;124.9;0;0
870;349.4;124.9;0;0
871;349.4;124.9;0;0
872;349.4;124.9;0;0
873;349.4;124.9;0;0
874;349.4;124.9;0;0
875;349.3;124.9;0;0
876;349.3;124.9;0;0
877;349.4;124.9;0;0
878;349.4;124.9;0;0
879;349.4;124.9;0;0
880;349.4;124.9;0;0
881;349.3;124.9;0;0
882;349.2;124.9;1;1
883;349.3;124.9;0;0
884;349.2;124.9;0;0
885;349.3;124.9;0;0
886;349.3;124.9;0;0
887;349.2;124.9;0;0
888;349.3;124.9;0;0
889;349.2;124.9;0;0
890;349.2;124.9;0;0
891;349.2;124.9;0;0
892;349.2;124.9;0;0
893;349.2;124.9;0;0
894;349.2;124.9;0;0
895;349.2;124.9;1;1
896;349.1;124.9;0;0
897;349.2;124.9;0;0
898;349.1;124.9;0;0
899;349.1;124.9;0;0
