Time (sec);Temperature 1 (C);Set point (C)
2466;147.8;148
2467;147.8;148
2468;147.8;148
2469;147.7;148
2470;147.8;148
2471;147.8;148
2472;147.8;148
2473;147.8;148
2474;147.8;148
2475;147.8;148
2476;147.8;148
2477;147.8;148
2478;147.8;148
2479;147.9;148
2480;147.8;148
2481;147.9;148
2482;147.9;148
2483;148;148
2484;148;148
2485;148.1;148
2486;148;148
2487;148;148
2488;148.1;148
2489;148.1;148
2490;148.1;148
2491;148;148
2492;148.1;148
2493;148.1;148
2494;148.1;148
2495;148.2;148
2496;148.2;148
2497;148.2;148
2498;148.2;148
2499;148.1;148
