Setpoint (C):,170

Time (sec),Temperature 1 (C),Temperature 2 (C),Relay 1,Relay 2
308,164.7,124.9,0,0
309,164.7,124.9,0,0
310,164.8,124.9,0,0
311,164.8,124.9,0,0
312,164.7,124.9,0,0
313,164.8,124.9,0,0
314,164.8,124.9,0,0
315,164.8,124.9,0,0
316,164.8,124.9,0,0
317,164.9,124.9,0,0
318,164.8,124.9,0,0
319,164.9,124.9,0,0
320,164.9,124.9,1,1
321,165,124.9,0,0
322,164.9,124.9,0,0
323,164.8,124.9,0,0
324,164.9,124.9,0,0
325,164.9,124.9,0,0
326,165,124.9,0,0
327,165,124.9,0,0
328,165,124.9,0,0
329,165,124.9,0,0
330,165,124.9,0,0
331,165.1,124.9,0,0
332,165,124.9,0,0
333,165.1,124.9,0,0
334,165.1,124.9,0,0
335,165.1,124.9,0,0
336,165.1,124.9,0,0
337,165.1,124.9,0,0
338,165.2,124.9,0,0
339,165.1,124.9,1,1
340,165.2,124.9,0,0
341,165.1,124.9,0,0
342,165.2,124.9,0,0
343,165.2,124.9,0,0
344,165.2,124.9,0,0
345,165.2,124.9,0,0
346,165.3,124.9,0,0
347,165.3,124.9,0,0
348,165.3,124.9,0,0
349,165.3,124.9,0,0
350,165.3,124.9,0,0
351,165.3,124.9,0,0
352,165.5,124.9,0,0
353,165.4,124.9,0,0
354,165.5,124.9,0,0
355,165.5,124.9,0,0
356,165.5,124.9,0,0
357,165.5,124.9,0,0
358,165.5,124.9,1,1
359,165.4,124.9,0,0
360,165.4,124.9,0,0
361,165.5,124.9,0,0
362,165.6,124.9,0,0
363,165.6,124.9,0,0
364,165.5,124.9,0,0
365,165.6,124.9,0,0
366,165.6,124.9,0,0
367,165.6,124.9,0,0
368,165.7,124.9,0,0
369,165.6,124.9,0,0
370,165.6,124.9,0,0
371,165.7,124.9,0,0
372,165.7,124.9,0,0
373,165.8,124.9,0,0
374,165.7,124.9,0,0
375,165.8,124.9,0,0
376,165.8,124.9,0,0
377,165.7,124.9,1,1
378,165.8,124.9,0,0
379,165.8,124.9,0,0
380,165.8,124.9,0,0
381,165.8,124.9,0,0
382,165.8,124.9,0,0
383,165.8,124.9,0,0
384,165.8,124.9,0,0
385,165.9,124.9,0,0
386,165.8,124.9,0,0
387,165.8,124.9,0,0
388,166,124.9,0,0
389,166,124.9,0,0
390,165.9,124.9,0,0
391,165.8,124.9,0,0
392,165.9,124.9,0,0
393,166,124.9,0,0
394,166,124.9,0,0
395,166,124.9,0,0
396,166,124.9,0,0
397,166,124.9,0,0
398,166,124.9,0,0
399,166,124.9,0,0
400,166,124.9,0,0
401,166,124.9,0,0
402,166,124.9,1,1
403,166.1,124.9,0,0
404,166,124.9,0,0
405,166,124.9,0,0
406,166,124.9,0,0
407,166,124.9,0,0
408,166,124.9,0,0
409,166,124.9,0,0
410,166.1,124.9,0,0
411,166.1,124.9,0,0
412,166.1,124.9,0,0
413,166.2,124.9,0,0
414,166.2,124.9,0,0
415,166.1,124.9,0,0
416,166.2,124.9,0,0
417,166.2,124.9,0,0
418,166.2,124.9,0,0
419,166.2,124.9,0,0
420,166.2,124.9,0,0
421,166.2,124.9,1,1
422,166.2,124.9,0,0
423,166.2,124.9,0,0
424,166.2,124.9,0,0
425,166.2,124.9,0,0
426,166.2,124.9,0,0
427,166.3,124.9,0,0
428,166.3,124.9,0,0
429,166.4,124.9,0,0
430,166.3,124.9,0,0
431,166.3,124.9,0,0
432,166.4,124.9,0,0
433,166.4,124.9,0,0
434,166.3,124.9,0,0
435,166.4,124.9,0,0
436,166.3,124.9,0,0
437,166.4,124.9,0,0
438,166.4,124.9,0,0
439,166.4,124.9,0,0
440,166.4,124.9,0,0
441,166.4,124.9,0,0
442,166.4,124.9,0,0
443,166.4,124.9,0,0
444,166.4,124.9,0,0
445,166.4,124.9,0,0
446,166.4,124.9,0,0
447,166.4,124.9,0,0
448,166.4,124.9,0,0
449,166.4,124.9,0,0
450,166.4,124.9,0,0
451,166.4,124.9,0,0
452,166.4,124.9,0,0
453,166.4,124.9,0,0
454,166.4,124.9,0,0
455,166.4,124.9,0,0
456,166.3,124.9,0,0
457,166.4,124.9,0,0
458,166.3,124.9,0,0
459,166.4,124.9,0,0
460,166.3,124.9,0,0
461,166.4,124.9,0,0
462,166.4,124.9,0,0
463,166.3,124.9,0,0
464,166.4,124.9,0,0
465,166.3,124.9,1,1
466,166.4,124.9,0,0
467,166.3,124.9,0,0
468,166.3,124.9,0,0
469,166.3,124.9,0,0
470,166.3,124.9,0,0
471,166.3,124.9,0,0
472,166.3,124.9,0,0
473,166.3,124.9,0,0
474,166.3,124.9,0,0
475,166.3,124.9,0,0
476,166.3,124.9,0,0
477,166.4,124.9,0,0
478,166.4,124.9,0,0
479,166.3,124.9,0,0
480,166.3,124.9,0,0
481,166.4,124.9,0,0
482,166.3,124.9,0,0
483,166.3,124.9,0,0
484,166.4,124.9,0,0
485,166.4,124.9,0,0
486,166.3,124.9,0,0
487,166.4,124.9,0,0
488,166.3,124.9,0,0
489,166.4,124.9,0,0
490,166.4,124.9,0,0
491,166.4,124.9,0,0
492,166.4,124.9,0,0
493,166.4,124.9,0,0
494,166.4,124.9,0,0
495,166.4,124.9,0,0
496,166.4,124.9,0,0
497,166.4,124.9,0,0
498,166.4,124.9,0,0
499,166.4,124.9,0,0
500,166.4,124.9,0,0
501,166.5,124.9,0,0
502,166.5,124.9,0,0
503,166.4,124.9,0,0
504,166.4,124.9,0,0
505,166.4,124.9,0,0
506,166.5,124.9,0,0
507,166.4,124.9,0,0
508,166.5,124.9,0,0
509,166.4,124.9,0,0
510,166.5,124.9,0,0
511,166.4,124.9,0,0
512,166.4,124.9,0,0
513,166.3,124.9,0,0
514,166.4,124.9,0,0
515,166.4,124.9,0,0
516,166.4,124.9,0,0
517,166.4,124.9,0,0
518,166.4,124.9,0,0
519,166.4,124.9,0,0
