Time (sec);Temperature 1 (C);Set point (C)
154;147.5;150
155;147.6;150
156;147.6;150
157;147.5;150
158;147.5;150
159;147.7;150
160;147.7;150
161;147.7;150
162;147.8;150
163;147.7;150
164;147.8;150
165;147.8;150
166;147.8;150
167;147.9;150
168;147.8;150
169;147.8;150
170;147.7;150
171;147.8;150
172;147.7;150
173;147.8;150
174;147.7;150
175;147.7;150
176;147.7;150
177;147.7;150
178;147.8;150
179;147.7;150
180;147.6;150
181;147.7;150
182;147.6;150
183;147.7;150
184;147.8;150
185;147.6;150
186;147.7;150
187;147.7;150
188;147.7;150
189;147.6;150
190;147.6;150
191;147.7;150
192;147.7;150
193;147.8;150
194;147.7;150
195;147.8;150
196;147.8;150
197;147.7;150
198;147.7;150
199;147.6;150
200;147.8;150
201;147.8;150
202;147.8;150
203;147.8;150
204;147.8;150
205;147.9;150
206;147.9;150
207;147.9;150
208;147.9;150
209;147.8;150
210;147.8;150
211;147.8;150
212;147.8;150
213;147.8;150
214;147.8;150
215;147.9;150
216;147.9;150
217;147.8;150
218;148;150
219;148;150
220;148;150
221;148.2;150
222;148.1;150
223;148.2;150
224;148.2;150
225;148.3;150
226;148.2;150
227;148.2;150
228;148.2;150
229;148.2;150
230;148.2;150
231;148.4;150
232;148.4;150
233;148.4;150
234;148.4;150
235;148.4;150
236;148.4;150
237;148.4;150
238;148.4;150
239;148.5;150
240;148.4;150
241;148.4;150
242;148.4;150
243;148.4;150
244;148.5;150
245;148.5;150
246;148.6;150
247;148.5;150
248;148.5;150
249;148.5;150
250;148.5;150
251;148.6;150
252;148.7;150
253;148.6;150
254;148.6;150
255;148.6;150
256;148.7;150
257;148.7;150
258;148.7;150
259;148.7;150
260;148.7;150
261;148.7;150
262;148.7;150
263;148.7;150
264;148.7;150
265;148.8;150
266;148.8;150
267;148.8;150
268;148.8;150
269;148.9;150
270;148.9;150
271;148.8;150
272;148.9;150
273;149;150
274;148.9;150
275;148.9;150
276;149;150
277;149;150
278;149;150
279;149;150
280;149;150
281;148.9;150
282;149;150
283;149;150
284;148.9;150
285;148.9;150
286;148.8;150
287;148.9;150
288;148.9;150
289;149;150
290;149;150
291;148.9;150
292;149;150
293;149;150
294;148.9;150
295;148.9;150
296;148.8;150
297;148.7;150
298;148.7;150
299;148.8;150
300;148.8;150
301;148.9;150
302;148.8;150
303;148.9;150
304;148.9;150
305;148.8;150
306;148.9;150
307;148.9;150
308;149;150
309;149;150
310;149;150
311;149.1;150
312;149;150
313;149;150
314;149.1;150
315;149.2;150
316;149.2;150
317;149.2;150
318;149.1;150
319;149.2;150
320;149.2;150
321;149.3;150
322;149.4;150
323;149.3;150
324;149.4;150
325;149.4;150
326;149.3;150
327;149.4;150
328;149.3;150
329;149.4;150
330;149.4;150
331;149.4;150
332;149.4;150
333;149.4;150
334;149.6;150
335;149.6;150
336;149.6;150
337;149.6;150
338;149.6;150
339;149.7;150
340;149.7;150
341;149.8;150
342;149.8;150
343;149.8;150
344;149.8;150
345;149.8;150
346;149.8;150
347;149.8;150
348;149.9;150
349;149.9;150
350;149.9;150
351;149.9;150
352;149.9;150
353;149.9;150
354;150;150
355;149.9;150
356;149.9;150
357;150;150
358;150.1;150
359;149.9;150
360;150;150
361;150;150
362;150.1;150
363;150.1;150
364;150.1;150
365;150;150
366;150.2;150
367;150.2;150
368;150;150
369;150.3;150
370;150.3;150
371;150.3;150
372;150.4;150
373;150.4;150
374;150.4;150
375;150.4;150
376;150.4;150
377;150.5;150
378;150.4;150
379;150.4;150
380;150.4;150
381;150.4;150
382;150.4;150
383;150.4;150
384;150.4;150
385;150.4;150
386;150.4;150
387;150.4;150
388;150.4;150
389;150.4;150
390;150.4;150
391;150.4;150
392;150.4;150
393;150.4;150
394;150.4;150
395;150.4;150
396;150.3;150
397;150.3;150
398;150.4;150
399;150.4;150
400;150.4;150
401;150.4;150
402;150.3;150
403;150.3;150
404;150.3;150
405;150.2;150
406;150.4;150
407;150.4;150
408;150.5;150
409;150.4;150
410;150.5;150
411;150.6;150
412;150.6;150
413;150.6;150
414;150.7;150
415;150.6;150
416;150.6;150
417;150.7;150
418;150.6;150
419;150.7;150
420;150.7;150
421;150.7;150
422;150.7;150
423;150.7;150
424;150.7;150
425;150.8;150
426;150.8;150
427;150.8;150
428;150.8;150
429;150.8;150
430;150.8;150
431;150.7;150
432;150.8;150
433;150.7;150
434;150.8;150
435;150.7;150
436;150.7;150
437;150.7;150
438;150.8;150
439;150.8;150
440;150.7;150
441;150.8;150
442;150.8;150
443;150.8;150
444;150.7;150
445;150.7;150
446;150.7;150
447;150.9;150
448;150.8;150
449;150.9;150
450;150.9;150
451;150.9;150
452;150.9;150
453;150.9;150
454;151;150
455;151;150
456;151;150
457;150.9;150
458;150.9;150
459;151;150
460;150.9;150
461;150.9;150
462;150.9;150
463;151;150
464;151;150
465;151;150
466;151;150
467;151.1;150
468;151;150
469;151.1;150
470;151.1;150
471;151.1;150
472;151.1;150
473;151.1;150
474;151.1;150
475;151.1;150
476;151.1;150
477;151;150
478;151;150
479;151.1;150
480;151.1;150
481;151.1;150
482;151.2;150
483;151.3;150
484;151.2;150
485;151.2;150
486;151.2;150
487;151.2;150
488;151.4;150
489;151.3;150
490;151.3;150
491;151.4;150
492;151.4;150
493;151.4;150
494;151.5;150
495;151.5;150
496;151.5;150
497;151.5;150
498;151.5;150
499;151.5;150
500;151.6;150
501;151.7;150
502;151.7;150
503;151.7;150
504;151.7;150
505;151.7;150
506;151.7;150
507;151.7;150
508;151.7;150
509;151.7;150
510;151.7;150
511;151.8;150
512;151.8;150
513;151.8;150
514;151.8;150
515;151.8;150
516;151.7;150
517;151.8;150
518;151.8;150
519;151.8;150
520;151.9;150
521;151.8;150
522;151.8;150
523;151.7;150
524;151.7;150
525;151.7;150
526;151.8;150
527;151.8;150
528;151.8;150
529;151.8;150
530;151.8;150
531;151.8;150
532;152;150
533;152.1;150
534;152.1;150
535;152.1;150
536;152.2;150
537;152.2;150
538;152.2;150
539;152.2;150
540;152.3;150
541;152.1;150
542;152.1;150
543;152.2;150
544;152.2;150
545;152.3;150
546;152.2;150
547;152.3;150
548;152.3;150
549;152.3;150
550;152.5;150
551;152.5;150
552;152.6;150
553;152.7;150
554;152.7;150
555;152.9;150
556;152.9;150
557;152.9;150
558;152.9;150
559;153;150
560;153;150
561;153;150
562;153;150
563;153;150
564;153.1;150
565;153.2;150
566;153.2;150
567;153.2;150
568;153.2;150
569;153.2;150
570;153.3;150
571;153.3;150
572;153.2;150
573;153.3;150
574;153.4;150
575;153.6;150
576;153.6;150
577;153.6;150
578;153.7;150
579;153.8;150
580;153.8;150
581;153.8;150
582;153.9;150
583;153.9;150
584;154;150
585;154;150
586;154;150
587;154.1;150
588;154.1;150
589;154.1;150
590;154.1;150
591;154.1;150
592;154.2;150
593;154.2;150
594;154.4;150
595;154.3;150
596;154.4;150
597;154.5;150
598;154.5;150
599;154.5;150
600;154.6;150
601;154.6;150
602;154.7;150
603;154.8;150
604;154.8;150
605;154.8;150
606;154.9;150
607;154.8;150
608;154.8;150
609;154.9;150
610;155;150
611;154.9;150
612;154.9;150
613;154.9;150
614;154.8;150
615;155;150
616;155.1;150
617;155.1;150
618;155;150
619;155.1;150
620;155.1;150
621;155.2;150
622;155.2;150
623;155.3;150
624;155.4;150
625;155.5;150
626;155.4;150
627;155.5;150
628;155.5;150
629;155.5;150
630;155.6;150
631;155.7;150
632;155.8;150
633;155.9;150
634;156;150
635;156;150
636;156;150
637;156;150
638;156;150
639;156.1;150
640;156.1;150
641;156.2;150
642;156.2;150
643;156.2;150
644;156.2;150
645;156.3;150
646;156.3;150
647;156.3;150
648;156.4;150
649;156.3;150
650;156.4;150
651;156.5;150
652;156.5;150
653;156.6;150
654;156.6;150
655;156.6;150
656;156.8;150
657;156.8;150
658;156.8;150
659;156.8;150
660;156.8;150
661;156.8;150
662;156.8;150
663;156.8;150
664;156.7;150
665;156.7;150
666;156.7;150
667;156.8;150
668;156.8;150
669;156.9;150
670;156.9;150
671;157.1;150
672;157.1;150
673;157.2;150
674;157.2;150
675;157.2;150
676;157.1;150
677;157.2;150
678;157.2;150
679;157.2;150
680;157.2;150
681;157.2;150
682;157.3;150
683;157.4;150
684;157.4;150
685;157.4;150
686;157.4;150
687;157.6;150
688;157.6;150
689;157.7;150
690;157.7;150
691;157.8;150
692;157.8;150
693;157.8;150
694;157.8;150
695;157.8;150
696;157.8;150
697;157.9;150
698;157.9;150
699;158;150
700;158.1;150
701;158.1;150
702;158.1;150
703;158.2;150
704;158.3;150
705;158.3;150
706;158.3;150
707;158.3;150
708;158.4;150
709;158.4;150
710;158.4;150
711;158.4;150
712;158.4;150
713;158.4;150
714;158.4;150
715;158.6;150
716;158.5;150
717;158.6;150
718;158.6;150
719;158.7;150
720;158.8;150
721;158.9;150
722;158.9;150
723;159;150
724;158.9;150
725;158.9;150
726;159;150
727;159;150
728;159;150
729;159.1;150
730;159.2;150
731;159.2;150
732;159.2;150
733;159.3;150
734;159.2;150
735;159.2;150
736;159.2;150
737;159.2;150
738;159.2;150
739;159.3;150
740;159.5;150
741;159.5;150
742;159.5;150
743;159.5;150
744;159.6;150
745;159.6;150
746;159.7;150
747;159.7;150
748;159.8;150
749;159.9;150
750;159.8;150
751;159.8;150
752;159.8;150
753;159.8;150
754;160;150
755;160;150
756;159.9;150
757;160.1;150
758;160.1;150
759;160.2;150
760;160.2;150
761;160.2;150
762;160.2;150
763;160.2;150
764;160.2;150
765;160.2;150
766;160.2;150
767;160.2;150
768;160.2;150
769;160.4;150
770;160.4;150
771;160.5;150
772;160.5;150
773;160.6;150
774;160.5;150
775;160.6;150
776;160.7;150
777;160.6;150
778;160.6;150
779;160.7;150
780;160.9;150
781;160.8;150
782;160.8;150
783;160.8;150
784;160.8;150
785;160.9;150
786;161;150
787;161;150
788;161;150
789;161;150
790;161.1;150
791;161.2;150
792;161.2;150
793;161.4;150
794;161.4;150
795;161.4;150
796;161.5;150
797;161.5;150
798;161.5;150
799;161.6;150
800;161.6;150
801;161.4;150
802;161.5;150
803;161.6;150
804;161.6;150
805;161.6;150
806;161.7;150
807;161.7;150
808;161.7;150
809;161.7;150
810;161.9;150
811;161.9;150
812;161.9;150
813;162;150
814;162;150
815;162;150
816;161.9;150
817;161.9;150
818;161.8;150
819;161.9;150
820;162;150
821;162.1;150
822;162.1;150
823;162;150
824;162;150
825;162.1;150
826;162;150
827;162.1;150
828;162.1;150
829;162.2;150
830;162.2;150
831;162.4;150
832;162.3;150
833;162.3;150
834;162.4;150
835;162.4;150
836;162.6;150
837;162.5;150
838;162.5;150
839;162.6;150
840;162.5;150
841;162.7;150
842;162.6;150
843;162.6;150
844;162.7;150
845;162.6;150
846;162.8;150
847;162.8;150
848;162.8;150
849;162.9;150
850;162.9;150
851;162.9;150
852;162.9;150
853;162.9;150
854;162.9;150
855;163;150
856;163;150
857;163;150
858;163;150
859;163.1;150
860;163.2;150
861;163.1;150
862;163.2;150
863;163.2;150
864;163.3;150
865;163.4;150
866;163.4;150
867;163.5;150
868;163.4;150
869;163.4;150
870;163.4;150
871;163.5;150
872;163.6;150
873;163.7;150
874;163.7;150
875;163.7;150
876;163.9;150
877;163.9;150
878;164;150
879;164;150
880;164;150
881;164;150
882;164.1;150
883;164.1;150
884;164.1;150
885;164.3;150
886;164.3;150
887;164.4;150
888;164.4;150
889;164.4;150
890;164.4;150
891;164.4;150
892;164.5;150
893;164.4;150
894;164.6;150
895;164.5;150
896;164.6;150
897;164.6;150
898;164.6;150
899;164.8;150
900;164.7;150
901;164.8;150
902;164.8;150
903;164.8;150
904;164.9;150
905;164.9;150
906;164.9;150
907;165;150
908;164.9;150
909;165.1;150
910;165.1;150
911;165.1;150
912;165.1;150
913;165.1;150
914;165;150
915;165.1;150
916;165.1;150
917;165.2;150
918;165.3;150
919;165.3;150
920;165.4;150
921;165.5;150
922;165.6;150
923;165.7;150
924;165.8;150
925;165.7;150
926;165.8;150
927;165.8;150
928;165.8;150
929;165.8;150
930;165.9;150
931;165.8;150
932;165.8;150
933;165.8;150
934;165.8;150
935;166;150
936;166;150
937;166;150
938;165.9;150
939;166;150
940;166;150
941;166;150
942;165.9;150
943;166;150
944;166;150
945;166.1;150
946;166.1;150
947;166.3;150
948;166.3;150
949;166.4;150
950;166.4;150
951;166.5;150
952;166.6;150
953;166.7;150
954;166.7;150
955;166.7;150
956;166.7;150
957;166.8;150
958;166.8;150
959;166.9;150
960;166.8;150
961;166.9;150
962;167;150
963;167.1;150
964;167.1;150
965;167.1;150
966;167.2;150
967;167.1;150
968;167.2;150
969;167.1;150
970;167.2;150
971;167.2;150
972;167.3;150
973;167.3;150
974;167.3;150
975;167.4;150
976;167.4;150
977;167.5;150
978;167.6;150
979;167.5;150
980;167.7;150
981;167.6;150
982;167.6;150
983;167.8;150
984;167.8;150
985;167.9;150
986;167.9;150
987;167.9;150
988;167.9;150
989;168;150
990;167.9;150
991;167.9;150
992;167.9;150
993;168;150
994;168.1;150
995;168;150
996;168.2;150
997;168.2;150
998;168.2;150
999;168.2;150
1000;168.2;150
1001;168.3;150
1002;168.3;150
1003;168.4;150
1004;168.3;150
1005;168.4;150
1006;168.3;150
1007;168.5;150
1008;168.5;150
1009;168.5;150
1010;168.5;150
1011;168.4;150
1012;168.5;150
1013;168.6;150
1014;168.8;150
1015;168.8;150
1016;168.8;150
1017;168.8;150
1018;168.8;150
1019;168.9;150
1020;169;150
1021;168.9;150
1022;168.9;150
1023;169;150
1024;169;150
1025;169;150
1026;169.1;150
1027;169.1;150
1028;169.1;150
1029;169.1;150
1030;169.2;150
1031;169.3;150
1032;169.2;150
1033;169.1;150
1034;169.2;150
1035;169.2;150
1036;169.3;150
1037;169.4;150
1038;169.4;150
1039;169.4;150
1040;169.5;150
1041;169.5;150
1042;169.6;150
1043;169.5;150
1044;169.7;150
1045;169.7;150
1046;169.7;150
1047;169.7;150
1048;169.7;150
1049;169.7;150
1050;169.8;150
1051;169.8;150
1052;169.7;150
1053;169.7;150
1054;169.7;150
1055;169.9;150
1056;169.9;150
1057;170;150
1058;170;150
1059;170.1;150
1060;170;150
1061;170.1;150
1062;170.1;150
1063;170.2;150
1064;170.2;150
1065;170.2;150
1066;170.3;150
1067;170.3;150
1068;170.2;150
1069;170.2;150
1070;170.3;150
1071;170.3;150
1072;170.2;150
1073;170.3;150
1074;170.4;150
1075;170.5;150
1076;170.5;150
1077;170.5;150
1078;170.5;150
1079;170.7;150
1080;170.7;150
1081;170.8;150
1082;170.8;150
1083;170.8;150
1084;170.9;150
1085;170.8;150
1086;170.9;150
1087;170.9;150
1088;171;150
1089;171;150
1090;171.1;150
1091;171.1;150
1092;171.1;150
1093;171.2;150
1094;171.2;150
1095;171.2;150
1096;171.3;150
1097;171.4;150
1098;171.4;150
1099;171.4;150
1100;171.4;150
1101;171.4;150
1102;171.4;150
1103;171.4;150
1104;171.4;150
1105;171.4;150
1106;171.4;150
1107;171.5;150
1108;171.5;150
1109;171.6;150
1110;171.6;150
1111;171.7;150
1112;171.7;150
1113;171.7;150
1114;171.7;150
1115;171.9;150
1116;172;150
1117;172;150
1118;172.1;150
1119;172.1;150
1120;172.3;150
1121;172.3;150
1122;172.1;150
1123;172.3;150
1124;172.3;150
1125;172.3;150
1126;172.3;150
1127;172.4;150
1128;172.5;150
1129;172.4;150
1130;172.6;150
1131;172.6;150
1132;172.6;150
1133;172.7;150
1134;172.7;150
1135;172.7;150
1136;172.8;150
1137;172.9;150
1138;173;150
1139;173;150
1140;173.1;150
1141;173.2;150
1142;173.1;150
1143;173.2;150
1144;173.1;150
1145;173.1;150
1146;173.2;150
1147;173.2;150
1148;173.3;150
1149;173.4;150
1150;173.5;150
1151;173.5;150
1152;173.6;150
1153;173.6;150
1154;173.6;150
1155;173.6;150
1156;173.6;150
1157;173.6;150
1158;173.8;150
1159;173.8;150
1160;173.8;150
1161;173.8;150
1162;173.9;150
1163;173.9;150
1164;174;150
1165;174.1;150
1166;174.2;150
1167;174.2;150
1168;174.1;150
1169;174.3;150
1170;174.3;150
1171;174.4;150
1172;174.4;150
1173;174.4;150
1174;174.5;150
1175;174.4;150
1176;174.5;150
1177;174.6;150
1178;174.6;150
1179;174.7;150
1180;174.7;150
1181;174.8;150
1182;174.8;150
1183;174.8;150
1184;175;150
1185;175;150
1186;175;150
1187;174.9;150
1188;174.9;150
1189;175.1;150
1190;175;150
1191;175;150
1192;175.1;150
1193;175.2;150
1194;175.3;150
1195;175.3;150
1196;175.3;150
1197;175.4;150
1198;175.4;150
1199;175.5;150
1200;175.5;150
1201;175.5;150
1202;175.6;150
1203;175.6;150
1204;175.6;150
1205;175.7;150
1206;175.6;150
1207;175.6;150
1208;175.6;150
1209;175.7;150
1210;175.7;150
1211;175.7;150
1212;175.6;150
1213;175.7;150
1214;175.7;150
1215;175.7;150
1216;175.8;150
1217;175.8;150
1218;175.8;150
1219;175.8;150
1220;175.8;150
1221;175.9;150
1222;176;150
1223;176;150
1224;176.1;150
1225;176.2;150
1226;176.2;150
1227;176.1;150
1228;176.1;150
1229;176.2;150
1230;176.1;150
1231;176.1;150
1232;176.2;150
1233;176.2;150
1234;176.2;150
1235;176.2;150
1236;176.2;150
1237;176.4;150
1238;176.3;150
1239;176.4;150
1240;176.4;150
1241;176.4;150
1242;176.5;150
1243;176.5;150
1244;176.4;150
1245;176.6;150
1246;176.6;150
1247;176.5;150
1248;176.6;150
1249;176.6;150
1250;176.6;150
1251;176.7;150
1252;176.6;150
1253;176.7;150
1254;176.7;150
1255;176.7;150
1256;176.7;150
1257;176.8;150
1258;176.9;150
1259;176.9;150
1260;177;150
1261;177;150
1262;177;150
1263;177;150
1264;177;150
1265;177.2;150
1266;177.1;150
1267;177.2;150
1268;177.2;150
1269;177.3;150
1270;177.3;150
1271;177.3;150
1272;177.2;150
1273;177.3;150
1274;177.3;150
1275;177.2;150
1276;177.2;150
1277;177.2;150
1278;177.3;150
1279;177.3;150
1280;177.4;150
1281;177.2;150
1282;177.2;150
1283;177.4;150
1284;177.4;150
1285;177.4;150
1286;177.4;150
1287;177.4;150
1288;177.4;150
1289;177.5;150
1290;177.5;150
1291;177.5;150
1292;177.5;150
1293;177.6;150
1294;177.5;150
1295;177.7;150
1296;177.7;150
1297;177.8;150
1298;177.9;150
1299;177.8;150
1300;178;150
1301;178;150
1302;178;150
1303;178.2;150
1304;178.1;150
1305;178.1;150
1306;178;150
1307;178.1;150
1308;178.2;150
1309;178.2;150
1310;178.2;150
1311;178.3;150
1312;178.3;150
1313;178.3;150
1314;178.3;150
1315;178.4;150
1316;178.4;150
1317;178.4;150
1318;178.5;150
1319;178.4;150
1320;178.5;150
1321;178.5;150
1322;178.6;150
1323;178.6;150
1324;178.6;150
1325;178.7;150
1326;178.7;150
1327;178.7;150
1328;178.7;150
1329;178.7;150
1330;178.8;150
1331;178.8;150
1332;178.8;150
1333;178.8;150
1334;178.9;150
1335;178.9;150
1336;179;150
1337;178.9;150
1338;179;150
1339;179;150
1340;179;150
1341;179;150
1342;179.2;150
1343;179.1;150
1344;179.1;150
1345;179.2;150
1346;179.2;150
1347;179.1;150
1348;179.2;150
1349;179.3;150
1350;179.3;150
1351;179.5;150
1352;179.5;150
1353;179.6;150
1354;179.7;150
1355;179.8;150
1356;179.8;150
1357;179.8;150
1358;179.8;150
1359;179.8;150
1360;179.8;150
1361;179.8;150
1362;179.8;150
1363;179.8;150
1364;179.9;150
1365;179.9;150
1366;180;150
1367;180;150
1368;180;150
1369;180;150
1370;180;150
1371;180.1;150
1372;180.1;150
1373;180.2;150
1374;180.2;150
1375;180.2;150
1376;180.3;150
1377;180.3;150
1378;180.5;150
1379;180.5;150
1380;180.5;150
1381;180.6;150
1382;180.6;150
1383;180.6;150
1384;180.7;150
1385;180.6;150
1386;180.7;150
1387;180.8;150
1388;180.7;150
1389;180.7;150
1390;180.8;150
1391;180.9;150
1392;180.9;150
1393;180.9;150
1394;181;150
1395;181;150
1396;181;150
1397;181.1;150
1398;181.1;150
1399;181.1;150
1400;181.2;150
1401;181.1;150
1402;181.2;150
1403;181.2;150
1404;181.3;150
1405;181.3;150
1406;181.4;150
1407;181.3;150
1408;181.5;150
1409;181.6;150
1410;181.5;150
1411;181.7;150
1412;181.7;150
1413;181.7;150
1414;181.8;150
1415;181.9;150
1416;181.9;150
1417;181.9;150
1418;181.9;150
1419;181.9;150
1420;181.9;150
1421;182;150
1422;182.1;150
1423;182.1;150
1424;182.3;150
1425;182.3;150
1426;182.4;150
1427;182.3;150
1428;182.3;150
1429;182.3;150
1430;182.3;150
1431;182.4;150
1432;182.4;150
1433;182.4;150
1434;182.5;150
1435;182.5;150
1436;182.5;150
1437;182.4;150
1438;182.5;150
1439;182.6;150
1440;182.6;150
1441;182.6;150
1442;182.7;150
1443;182.7;150
1444;182.7;150
1445;182.7;150
1446;182.7;150
1447;182.7;150
1448;182.8;150
1449;182.8;150
1450;182.9;150
1451;183;150
1452;183;150
1453;183;150
1454;183.1;150
1455;183.2;150
1456;183.2;150
1457;183.3;150
1458;183.4;150
1459;183.5;150
1460;183.6;150
1461;183.6;150
1462;183.7;150
1463;183.6;150
1464;183.6;150
1465;183.6;150
1466;183.7;150
1467;183.7;150
1468;183.8;150
1469;184;150
1470;183.9;150
1471;183.9;150
1472;183.9;150
1473;184;150
1474;183.8;150
1475;184;150
1476;184.1;150
1477;184.1;150
1478;184.1;150
1479;184.2;150
1480;184.2;150
1481;184.2;150
1482;184.3;150
1483;184.2;150
1484;184.4;150
1485;184.4;150
1486;184.4;150
1487;184.5;150
1488;184.5;150
1489;184.5;150
1490;184.6;150
1491;184.6;150
1492;184.7;150
1493;184.7;150
1494;184.7;150
1495;184.8;150
1496;184.8;150
1497;184.8;150
1498;184.9;150
1499;184.9;150
1500;184.9;150
1501;185;150
1502;185;150
1503;185;150
1504;185;150
1505;185.1;150
1506;185.1;150
1507;185.2;150
1508;185.2;150
1509;185.2;150
1510;185.3;150
1511;185.4;150
1512;185.5;150
1513;185.5;150
1514;185.4;150
1515;185.5;150
1516;185.6;150
1517;185.6;150
1518;185.6;150
1519;185.7;150
1520;185.7;150
1521;185.7;150
1522;185.8;150
1523;185.9;150
1524;185.8;150
1525;185.7;150
1526;185.8;150
1527;186;150
1528;185.9;150
1529;186;150
1530;186;150
1531;186.1;150
1532;186;150
1533;186.1;150
1534;186.1;150
1535;186.2;150
1536;186.2;150
1537;186.2;150
1538;186.3;150
1539;186.3;150
1540;186.4;150
1541;186.4;150
1542;186.5;150
1543;186.5;150
1544;186.5;150
1545;186.6;150
1546;186.6;150
1547;186.7;150
1548;186.6;150
1549;186.7;150
1550;186.7;150
1551;186.8;150
1552;186.9;150
1553;186.8;150
1554;186.9;150
1555;186.9;150
1556;187;150
1557;187;150
1558;187;150
1559;187.1;150
1560;187.2;150
1561;187.2;150
1562;187.2;150
1563;187.3;150
1564;187.2;150
1565;187.3;150
1566;187.3;150
1567;187.4;150
1568;187.5;150
1569;187.5;150
1570;187.5;150
1571;187.6;150
1572;187.6;150
1573;187.7;150
1574;187.7;150
1575;187.7;150
1576;187.6;150
1577;187.8;150
1578;187.7;150
1579;187.8;150
1580;188;150
1581;188;150
1582;187.9;150
1583;188;150
1584;188.1;150
1585;188.1;150
1586;188.2;150
1587;188.3;150
1588;188.2;150
1589;188.3;150
1590;188.3;150
1591;188.3;150
1592;188.4;150
1593;188.3;150
1594;188.3;150
1595;188.4;150
1596;188.4;150
1597;188.4;150
1598;188.4;150
1599;188.4;150
1600;188.6;150
1601;188.7;150
1602;188.6;150
1603;188.7;150
1604;188.7;150
1605;188.8;150
1606;188.9;150
1607;188.9;150
1608;188.9;150
1609;189;150
1610;189;150
1611;189.1;150
1612;189.1;150
1613;189.1;150
1614;189.3;150
1615;189.1;150
1616;189.1;150
1617;189.1;150
1618;189.1;150
1619;189.2;150
1620;189.3;150
1621;189.4;150
1622;189.4;150
1623;189.6;150
1624;189.6;150
1625;189.6;150
1626;189.7;150
1627;189.7;150
1628;189.7;150
1629;189.7;150
1630;189.8;150
1631;189.7;150
1632;189.8;150
1633;189.7;150
1634;189.9;150
1635;189.9;150
1636;189.9;150
1637;190;150
1638;190;150
1639;190;150
1640;190;150
1641;190;150
1642;190;150
1643;190;150
1644;190.1;150
1645;190.2;150
1646;190.3;150
1647;190.2;150
1648;190.3;150
1649;190.3;150
1650;190.3;150
1651;190.4;150
1652;190.5;150
1653;190.5;150
1654;190.4;150
1655;190.4;150
1656;190.3;150
1657;190.5;150
1658;190.5;150
1659;190.6;150
1660;190.6;150
1661;190.5;150
1662;190.6;150
1663;190.6;150
1664;190.6;150
1665;190.6;150
1666;190.8;150
1667;190.9;150
1668;190.9;150
1669;190.9;150
1670;191;150
1671;190.9;150
1672;191;150
1673;191;150
1674;191.1;150
1675;191.2;150
1676;191.2;150
1677;191.1;150
1678;191.2;150
1679;191.2;150
1680;191.2;150
1681;191.2;150
1682;191.3;150
1683;191.3;150
1684;191.2;150
1685;191.3;150
1686;191.4;150
1687;191.4;150
1688;191.4;150
1689;191.4;150
1690;191.5;150
1691;191.5;150
1692;191.6;150
1693;191.6;150
1694;191.6;150
1695;191.7;150
1696;191.5;150
1697;191.6;150
1698;191.6;150
1699;191.6;150
