Time (sec);Temperature 1 (C);Set point (C)
1700;191.6;150
1701;191.7;150
1702;191.8;150
1703;191.9;150
1704;191.9;150
1705;191.8;150
1706;191.8;150
1707;191.9;150
1708;191.9;150
1709;192.1;150
1710;192.1;150
1711;192;150
1712;192.1;150
1713;192.1;150
1714;192.2;150
1715;192.2;150
1716;192.3;150
1717;192.3;150
1718;192.4;150
1719;192.4;150
1720;192.4;150
1721;192.4;150
1722;192.4;150
1723;192.4;150
1724;192.5;150
1725;192.4;150
1726;192.4;150
1727;192.4;150
1728;192.4;150
1729;192.4;150
1730;192.6;150
1731;192.6;150
1732;192.7;150
1733;192.7;150
1734;192.7;150
1735;192.8;150
1736;192.7;150
1737;192.8;150
1738;192.9;150
1739;192.9;150
1740;192.9;150
1741;192.9;150
1742;192.9;150
1743;192.9;150
1744;193;150
1745;193;150
1746;193.1;150
1747;193.1;150
1748;193.1;150
1749;193.1;150
1750;193.1;150
1751;193.2;150
1752;193.2;150
1753;193.2;150
1754;193.3;150
1755;193.3;150
1756;193.3;150
1757;193.3;150
1758;193.4;150
1759;193.4;150
1760;193.4;150
1761;193.5;150
1762;193.5;150
1763;193.6;150
1764;193.7;150
1765;193.8;150
1766;193.8;150
1767;193.8;150
1768;193.8;150
1769;193.9;150
1770;193.9;150
1771;193.9;150
1772;193.9;150
1773;193.9;150
1774;194;150
1775;194;150
1776;194;150
1777;194;150
1778;194;150
1779;194.1;150
1780;194;150
1781;194;150
1782;194;150
1783;194.2;150
1784;194.2;150
1785;194;150
1786;194.1;150
1787;194;150
1788;194;150
1789;194;150
1790;194.1;150
1791;194.2;150
1792;194.2;150
1793;194.2;150
1794;194.2;150
1795;194.4;150
1796;194.4;150
1797;194.5;150
1798;194.5;150
1799;194.5;150
1800;194.6;150
1801;194.6;150
1802;194.6;150
1803;194.8;150
1804;194.9;150
1805;194.8;150
1806;194.9;150
1807;194.8;150
1808;194.7;150
1809;194.8;150
1810;194.8;150
1811;194.7;150
1812;194.8;150
1813;194.9;150
1814;194.9;150
1815;195.1;150
1816;195.1;150
1817;195.1;150
1818;195.1;150
1819;195.2;150
1820;195.4;150
1821;195.4;150
1822;195.4;150
1823;195.4;150
1824;195.4;150
1825;195.3;150
1826;195.4;150
1827;195.5;150
1828;195.6;150
1829;195.6;150
1830;195.7;150
1831;195.6;150
1832;195.7;150
1833;195.7;150
1834;195.8;150
1835;195.8;150
1836;195.9;150
1837;195.9;150
1838;196;150
1839;195.9;150
1840;195.9;150
1841;196;150
1842;196;150
1843;196;150
1844;196;150
1845;196.1;150
1846;196;150
1847;196.1;150
1848;196.1;150
1849;196.1;150
1850;196.1;150
1851;196.1;150
1852;196.3;150
1853;196.3;150
1854;196.3;150
1855;196.3;150
1856;196.3;150
1857;196.4;150
1858;196.4;150
1859;196.5;150
1860;196.5;150
1861;196.4;150
1862;196.7;150
1863;196.7;150
1864;196.7;150
1865;196.8;150
1866;196.7;150
1867;196.7;150
1868;196.6;150
1869;196.7;150
1870;196.6;150
1871;196.8;150
1872;196.9;150
1873;197;150
1874;197;150
1875;197.2;150
1876;197.3;150
1877;197.3;150
1878;197.3;150
1879;197.3;150
1880;197.3;150
1881;197.5;150
1882;197.5;150
1883;197.6;150
1884;197.5;150
1885;197.5;150
1886;197.6;150
1887;197.5;150
1888;197.6;150
1889;197.6;150
1890;197.7;150
1891;197.7;150
1892;197.6;150
1893;197.7;150
1894;197.7;150
1895;197.8;150
1896;197.9;150
1897;197.9;150
1898;197.9;150
1899;197.9;150
1900;198;150
1901;198;150
1902;198;150
1903;198.2;150
1904;198.1;150
1905;198.2;150
1906;198.2;150
1907;198.2;150
1908;198.2;150
1909;198.3;150
1910;198.3;150
1911;198.4;150
1912;198.5;150
1913;198.4;150
1914;198.4;150
1915;198.5;150
1916;198.6;150
1917;198.6;150
1918;198.7;150
1919;198.7;150
1920;198.8;150
1921;198.8;150
1922;198.8;150
1923;198.8;150
1924;198.8;150
1925;198.9;150
1926;198.9;150
1927;199;150
1928;199.1;150
1929;199.2;150
1930;199.2;150
1931;199.2;150
1932;199.2;150
1933;199.2;150
1934;199.4;150
1935;199.3;150
1936;199.4;150
1937;199.4;150
1938;199.4;150
1939;199.5;150
1940;199.5;150
1941;199.5;150
1942;199.5;150
1943;199.7;150
1944;199.7;150
1945;199.7;150
1946;199.8;150
1947;199.8;150
1948;199.9;150
1949;199.9;150
1950;199.9;150
1951;200;150
1952;200;150
1953;200;150
1954;200;150
1955;200;150
1956;200.1;150
1957;200;150
1958;200;150
1959;200.1;150
1960;200;150
1961;200;150
1962;199.9;150
1963;199.8;150
1964;199.8;150
1965;199.8;150
1966;199.8;150
1967;199.9;150
1968;200;150
1969;200;150
1970;200;150
1971;200.1;150
1972;200.2;150
1973;200.2;150
1974;200.2;150
1975;200.3;150
1976;200.3;150
1977;200.4;150
1978;200.3;150
1979;200.3;150
1980;200.4;150
1981;200.4;150
1982;200.2;150
1983;200.2;150
1984;200.4;150
1985;200.4;150
1986;200.4;150
1987;200.4;150
1988;200.5;150
1989;200.5;150
1990;200.5;150
1991;200.6;150
1992;200.5;150
1993;200.5;150
1994;200.5;150
1995;200.6;150
1996;200.6;150
1997;200.6;150
1998;200.7;150
1999;200.6;150
2000;200.7;150
2001;200.7;150
2002;200.8;150
2003;200.8;150
2004;200.8;150
2005;200.9;150
2006;200.8;150
2007;200.7;150
2008;200.8;150
2009;200.9;150
2010;200.9;150
2011;201;150
2012;201;150
2013;201;150
2014;201;150
2015;201;150
2016;201.1;150
2017;201.1;150
2018;201.1;150
2019;201.2;150
2020;201.2;150
2021;201.3;150
2022;201.3;150
2023;201.3;150
2024;201.4;150
2025;201.4;150
2026;201.4;150
2027;201.5;150
2028;201.5;150
2029;201.4;150
2030;201.6;150
2031;201.7;150
2032;201.6;150
2033;201.6;150
2034;201.6;150
2035;201.7;150
2036;201.7;150
2037;201.7;150
2038;201.6;150
2039;201.7;150
2040;201.8;150
2041;201.7;150
2042;201.7;150
2043;201.7;150
2044;201.7;150
2045;201.8;150
2046;201.8;150
2047;201.8;150
2048;201.9;150
2049;201.9;150
2050;201.8;150
2051;201.8;150
2052;201.8;150
2053;201.8;150
2054;201.9;150
2055;201.9;150
2056;202;150
2057;202.1;150
2058;202.1;150
2059;202.1;150
2060;202.1;150
2061;202.1;150
2062;202.1;150
2063;202.1;150
2064;202.2;150
2065;202.2;150
2066;202.3;150
2067;202.4;150
2068;202.5;150
2069;202.4;150
2070;202.5;150
2071;202.5;150
2072;202.4;150
2073;202.5;150
2074;202.5;150
2075;202.5;150
2076;202.6;150
2077;202.6;150
2078;202.5;150
2079;202.5;150
2080;202.6;150
2081;202.7;150
2082;202.7;150
2083;202.7;150
2084;202.8;150
2085;202.8;150
2086;202.8;150
2087;202.9;150
2088;202.8;150
2089;202.9;150
2090;202.9;150
2091;202.9;150
2092;202.9;150
2093;203;150
2094;203;150
2095;203.1;150
2096;203.1;150
2097;203.2;150
2098;203.2;150
2099;203.3;150
2100;203.2;150
2101;203.3;150
2102;203.3;150
2103;203.4;150
2104;203.5;150
2105;203.5;150
2106;203.6;150
2107;203.5;150
2108;203.6;150
2109;203.7;150
2110;203.6;150
2111;203.6;150
2112;203.6;150
2113;203.6;150
2114;203.6;150
2115;203.6;150
2116;203.7;150
2117;203.7;150
2118;203.7;150
2119;203.9;150
2120;203.8;150
2121;203.8;150
2122;203.9;150
2123;203.9;150
2124;204;150
2125;204;150
2126;204;150
2127;204;150
2128;204.1;150
2129;204.2;150
2130;204.2;150
2131;204.1;150
2132;204.2;150
2133;204.2;150
2134;204.2;150
2135;204.2;150
2136;204.3;150
2137;204.3;150
2138;204.2;150
2139;204.1;150
2140;204.3;150
2141;204.3;150
2142;204.3;150
2143;204.3;150
2144;204.3;150
2145;204.4;150
2146;204.4;150
2147;204.3;150
2148;204.3;150
2149;204.5;150
2150;204.5;150
2151;204.6;150
2152;204.6;150
2153;204.6;150
2154;204.8;150
2155;204.8;150
2156;204.7;150
2157;204.8;150
2158;204.8;150
2159;204.9;150
2160;204.9;150
2161;204.9;150
2162;205.1;150
2163;205;150
2164;205;150
2165;205.2;150
2166;205.3;150
2167;205.2;150
2168;205.2;150
2169;205.2;150
2170;205.3;150
2171;205.3;150
2172;205.4;150
2173;205.3;150
2174;205.5;150
2175;205.4;150
2176;205.5;150
2177;205.6;150
2178;205.6;150
2179;205.6;150
2180;205.6;150
2181;205.7;150
2182;205.7;150
2183;205.8;150
2184;205.8;150
2185;206.1;150
2186;205.9;150
2187;206.1;150
2188;206.1;150
2189;206.1;150
2190;206.1;150
2191;206.2;150
2192;206.2;150
2193;206.3;150
2194;206.3;150
2195;206.2;150
2196;206.3;150
2197;206.4;150
2198;206.5;150
2199;206.5;150
2200;206.5;150
2201;206.5;150
2202;206.6;150
2203;206.7;150
2204;206.7;150
2205;206.7;150
2206;206.8;150
2207;206.8;150
2208;206.9;150
2209;207;150
2210;207;150
2211;207.1;150
2212;207;150
2213;207.2;150
2214;207.2;150
2215;207.2;150
2216;207.3;150
2217;207.4;150
2218;207.3;150
2219;207.4;150
2220;207.4;150
2221;207.5;150
2222;207.5;150
2223;207.5;150
2224;207.5;150
2225;207.6;150
2226;207.6;150
2227;207.6;150
2228;207.6;150
2229;207.6;150
2230;207.6;150
2231;207.5;150
2232;207.5;150
2233;207.5;150
2234;207.5;150
2235;207.6;150
2236;207.7;150
2237;207.7;150
2238;207.8;150
2239;207.8;150
2240;207.7;150
2241;207.8;150
2242;207.9;150
2243;207.9;150
2244;207.9;150
2245;208;150
2246;208;150
2247;207.9;150
2248;208.1;150
2249;208.1;150
2250;208;150
2251;208.2;150
2252;208.2;150
2253;208.3;150
2254;208.4;150
2255;208.4;150
2256;208.3;150
2257;208.3;150
2258;208.4;150
2259;208.5;150
2260;208.4;150
2261;208.4;150
2262;208.5;150
2263;208.6;150
2264;208.5;150
2265;208.6;150
2266;208.7;150
2267;208.7;150
2268;208.7;150
2269;208.9;150
2270;208.9;150
2271;209;150
2272;208.9;150
2273;208.9;150
2274;209;150
2275;208.9;150
2276;209;150
2277;209;150
2278;209;150
2279;209.1;150
2280;209.1;150
2281;209.2;150
2282;209.3;150
2283;209.3;150
2284;209.3;150
2285;209.4;150
2286;209.4;150
2287;209.4;150
2288;209.5;150
2289;209.6;150
2290;209.6;150
2291;209.6;150
2292;209.7;150
2293;209.7;150
2294;209.7;150
2295;209.7;150
2296;209.7;150
2297;209.7;150
2298;209.9;150
2299;209.9;150
2300;209.9;150
2301;210;150
2302;210.1;150
2303;209.9;150
2304;210;150
2305;210;150
2306;210;150
2307;210.1;150
2308;210.2;150
2309;210.1;150
2310;210.1;150
2311;210.1;150
2312;210.1;150
2313;210.1;150
2314;210.1;150
2315;210.2;150
2316;210.2;150
2317;210.2;150
2318;210.3;150
2319;210.2;150
2320;210.4;150
2321;210.4;150
2322;210.4;150
2323;210.4;150
2324;210.3;150
2325;210.4;150
2326;210.4;150
2327;210.5;150
2328;210.5;150
2329;210.5;150
2330;210.5;150
2331;210.6;150
2332;210.7;150
2333;210.5;150
2334;210.6;150
2335;210.7;150
2336;210.7;150
2337;210.7;150
2338;210.8;150
2339;210.8;150
2340;210.9;150
2341;210.9;150
2342;210.9;150
2343;211;150
2344;210.9;150
2345;211.1;150
2346;211.1;150
2347;211.1;150
2348;211.2;150
2349;211.2;150
2350;211.2;150
2351;211.2;150
2352;211.2;150
2353;211.2;150
2354;211.2;150
2355;211.3;150
2356;211.3;150
2357;211.4;150
2358;211.4;150
2359;211.5;150
2360;211.4;150
2361;211.4;150
2362;211.4;150
2363;211.5;150
2364;211.5;150
2365;211.5;150
2366;211.5;150
2367;211.5;150
2368;211.6;150
2369;211.7;150
2370;211.7;150
2371;211.7;150
2372;211.9;150
2373;211.8;150
2374;211.8;150
2375;211.8;150
2376;212;150
2377;211.9;150
2378;212;150
2379;212;150
2380;212.1;150
2381;212.1;150
2382;212.1;150
2383;212.3;150
2384;212.3;150
2385;212.4;150
2386;212.4;150
2387;212.4;150
2388;212.5;150
2389;212.5;150
2390;212.6;150
2391;212.5;150
2392;212.6;150
2393;212.5;150
2394;212.6;150
2395;212.7;150
2396;212.7;150
2397;212.7;150
2398;212.7;150
2399;212.8;150
2400;212.9;150
2401;213;150
2402;213;150
2403;213;150
2404;213;150
2405;213.2;150
2406;213.2;150
2407;213.2;150
2408;213.3;150
2409;213.3;150
2410;213.3;150
2411;213.3;150
2412;213.4;150
2413;213.5;150
2414;213.6;150
2415;213.6;150
2416;213.6;150
2417;213.7;150
2418;213.7;150
2419;213.7;150
2420;213.8;150
2421;213.9;150
2422;214;150
2423;214;150
2424;214;150
2425;214.1;150
2426;214.2;150
2427;214.2;150
2428;214.2;150
2429;214.2;150
2430;214.4;150
2431;214.5;150
2432;214.5;150
2433;214.6;150
2434;214.5;150
2435;214.6;150
2436;214.6;150
2437;214.7;150
2438;214.7;150
2439;214.7;150
2440;214.7;150
2441;214.8;150
2442;214.9;150
2443;214.8;150
2444;215;150
2445;215;150
2446;215;150
2447;215;150
2448;214.9;150
2449;215;150
2450;215;150
2451;215;150
2452;215.1;150
2453;215.1;150
2454;215;150
2455;215.2;150
2456;215.1;150
2457;215.1;150
2458;215.1;150
2459;215.1;150
2460;215.2;150
2461;215.2;150
2462;215.2;150
2463;215.1;150
2464;215.1;150
2465;215.1;150
2466;215.1;150
2467;215.1;150
2468;215;150
2469;215;150
2470;215.1;150
2471;215.1;150
2472;215.2;150
2473;215.2;150
2474;215.2;150
2475;215.3;150
2476;215.3;150
2477;215.4;150
2478;215.5;150
2479;215.5;150
2480;215.5;150
2481;215.5;150
2482;215.5;150
2483;215.5;150
2484;215.6;150
2485;215.6;150
2486;215.6;150
2487;215.6;150
2488;215.6;150
2489;215.8;150
2490;215.8;150
2491;215.8;150
2492;215.9;150
2493;216;150
2494;216.1;150
2495;216.1;150
2496;216.2;150
2497;216.2;150
2498;216.2;150
2499;216.2;150
2500;216.2;150
2501;216.3;150
2502;216.2;150
2503;216.3;150
2504;216.4;150
2505;216.4;150
2506;216.5;150
2507;216.4;150
2508;216.4;150
2509;216.5;150
2510;216.5;150
2511;216.5;150
2512;216.5;150
2513;216.6;150
2514;216.5;150
2515;216.6;150
2516;216.7;150
2517;216.6;150
2518;216.7;150
2519;216.7;150
2520;216.8;150
2521;216.8;150
2522;216.8;150
2523;216.8;150
2524;217;150
2525;216.9;150
2526;217.1;150
2527;217.1;150
2528;217.1;150
2529;217.1;150
2530;217.1;150
2531;217.1;150
2532;217.1;150
2533;217.1;150
2534;217.1;150
2535;217.1;150
2536;217.2;150
2537;217.2;150
2538;217.2;150
2539;217.3;150
2540;217.3;150
2541;217.4;150
2542;217.4;150
2543;217.4;150
2544;217.5;150
2545;217.5;150
2546;217.7;150
2547;217.7;150
2548;217.7;150
2549;217.7;150
2550;217.7;150
2551;217.7;150
2552;217.8;150
2553;217.9;150
2554;217.9;150
2555;217.9;150
2556;218;150
2557;218.1;150
2558;218.1;150
2559;218.1;150
2560;218.2;150
2561;218.2;150
2562;218.4;150
2563;218.4;150
2564;218.4;150
2565;218.5;150
2566;218.6;150
2567;218.6;150
2568;218.7;150
2569;218.7;150
2570;218.7;150
2571;218.8;150
2572;218.8;150
2573;219;150
2574;219;150
2575;219.1;150
2576;219.1;150
2577;219.1;150
2578;219.1;150
2579;219.2;150
2580;219.3;150
2581;219.3;150
2582;219.4;150
2583;219.5;150
2584;219.4;150
2585;219.5;150
2586;219.5;150
2587;219.6;150
2588;219.6;150
2589;219.7;150
2590;219.7;150
2591;219.8;150
2592;219.9;150
2593;219.8;150
2594;219.9;150
2595;219.9;150
2596;220;150
2597;220.1;150
2598;220.2;150
2599;220.3;150
2600;220.3;150
2601;220.3;150
2602;220.3;150
2603;220.5;150
2604;220.5;150
2605;220.6;150
2606;220.6;150
2607;220.6;150
2608;220.6;150
2609;220.8;150
2610;220.8;150
2611;220.8;150
2612;220.9;150
2613;220.9;150
2614;221.1;150
2615;221.1;150
2616;221.2;150
2617;221.1;150
2618;221.2;150
2619;221.3;150
2620;221.3;150
2621;221.3;150
2622;221.4;150
2623;221.5;150
2624;221.7;150
2625;221.7;150
2626;221.6;150
2627;221.7;150
2628;221.7;150
2629;221.8;150
2630;221.8;150
2631;221.8;150
2632;221.9;150
2633;222;150
2634;222;150
2635;222.1;150
2636;222;150
2637;222.2;150
2638;222.1;150
2639;222.2;150
2640;222.2;150
2641;222.2;150
2642;222.2;150
2643;222.4;150
2644;222.4;150
2645;222.4;150
2646;222.5;150
2647;222.5;150
2648;222.6;150
2649;222.7;150
2650;222.7;150
2651;222.8;150
2652;222.8;150
2653;222.8;150
2654;222.9;150
2655;222.9;150
2656;223;150
2657;223.1;150
2658;223.1;150
2659;223.1;150
2660;223.1;150
2661;223.1;150
2662;223.1;150
2663;223.2;150
2664;223.2;150
2665;223.2;150
2666;223.3;150
2667;223.3;150
2668;223.3;150
2669;223.4;150
2670;223.4;150
2671;223.4;150
2672;223.5;150
2673;223.6;150
2674;223.6;150
2675;223.7;150
2676;223.7;150
2677;223.8;150
2678;223.9;150
2679;224;150
2680;224;150
2681;224.1;150
2682;224.1;150
2683;224.1;150
2684;224.1;150
2685;224.1;150
2686;224.2;150
2687;224.2;150
2688;224.2;150
2689;224.2;150
2690;224.3;150
2691;224.3;150
2692;224.3;150
2693;224.4;150
2694;224.4;150
2695;224.4;150
2696;224.4;150
2697;224.5;150
2698;224.5;150
2699;224.6;150
2700;224.7;150
2701;224.7;150
2702;224.8;150
2703;224.8;150
2704;224.8;150
2705;224.8;150
2706;224.9;150
2707;225.1;150
2708;224.9;150
2709;225.1;150
2710;225.2;150
2711;225.2;150
2712;225.2;150
2713;225.2;150
2714;225.4;150
2715;225.5;150
2716;225.4;150
2717;225.5;150
2718;225.5;150
2719;225.7;150
2720;225.7;150
2721;225.8;150
2722;225.9;150
2723;225.9;150
2724;226;150
2725;226;150
2726;226;150
2727;226.1;150
2728;226.1;150
2729;226.1;150
2730;226.2;150
2731;226.2;150
2732;226.2;150
2733;226.2;150
2734;226.4;150
2735;226.4;230
2736;226.4;230
2737;226.5;230
2738;226.5;230
2739;226.7;230
2740;226.7;230
2741;226.7;230
2742;226.7;230
2743;226.7;230
2744;226.7;230
2745;226.8;230
2746;226.8;230
2747;226.8;230
2748;226.8;230
2749;226.9;230
2750;227;230
2751;227;230
2752;227;230
2753;227.1;230
2754;227.1;230
2755;227.3;230
2756;227.2;230
2757;227.3;230
2758;227.3;230
2759;227.4;230
2760;227.4;230
2761;227.4;230
2762;227.4;230
2763;227.5;230
2764;227.6;230
2765;227.7;230
2766;227.7;230
2767;227.8;230
2768;227.8;230
2769;227.9;230
2770;227.9;230
2771;228;230
2772;228.1;230
2773;228.2;230
2774;228.2;230
2775;228.3;230
2776;228.4;230
2777;228.4;230
2778;228.5;230
2779;228.6;230
2780;228.6;230
2781;228.7;230
2782;228.7;230
2783;228.8;230
2784;228.8;230
2785;228.9;230
2786;229;230
2787;229;230
2788;229;230
2789;229;230
2790;229;230
2791;229;230
2792;229.1;230
2793;229.2;230
2794;229.2;230
2795;229.2;230
2796;229.3;230
2797;229.3;230
2798;229.4;230
2799;229.6;230
2800;229.6;230
2801;229.6;230
2802;229.7;230
2803;229.7;230
2804;229.7;230
2805;229.8;230
2806;229.7;230
2807;229.8;230
2808;229.9;230
2809;229.8;230
2810;229.9;230
2811;229.9;230
2812;229.9;230
2813;229.9;230
2814;230;230
2815;229.9;230
2816;230;230
2817;230;230
2818;230;230
2819;230;230
2820;230.1;230
2821;230.2;230
2822;230.2;230
2823;230.2;230
2824;230.4;230
2825;230.5;230
2826;230.5;230
2827;230.5;230
2828;230.6;230
2829;230.6;230
2830;230.7;230
2831;230.7;230
2832;230.7;230
2833;230.8;230
2834;230.9;230
2835;230.9;230
2836;230.9;230
2837;230.8;230
2838;230.9;230
2839;230.9;230
2840;231.1;230
2841;231;230
2842;231.1;230
2843;231.2;230
2844;231.2;230
2845;231.2;230
2846;231.1;230
2847;231.2;230
2848;231.2;230
2849;231.2;230
2850;231.2;230
2851;231.2;230
2852;231.2;230
2853;231.1;230
2854;231.2;230
2855;231.3;230
2856;231.3;230
2857;231.2;230
2858;231.2;230
2859;231.2;230
2860;231.2;230
2861;231.4;230
2862;231.4;230
2863;231.3;230
2864;231.4;230
2865;231.4;230
2866;231.4;230
2867;231.4;230
2868;231.4;230
2869;231.4;230
2870;231.4;230
2871;231.4;230
2872;231.4;230
2873;231.4;230
2874;231.5;230
2875;231.3;230
2876;231.4;230
2877;231.4;230
2878;231.4;230
2879;231.4;230
2880;231.3;230
2881;231.4;230
2882;231.4;230
2883;231.4;230
2884;231.4;230
2885;231.4;230
2886;231.4;230
2887;231.4;230
2888;231.4;230
2889;231.4;230
2890;231.4;230
2891;231.4;230
2892;231.5;230
2893;231.4;230
2894;231.4;230
2895;231.4;230
2896;231.2;230
2897;231.3;230
2898;231.3;230
2899;231.3;230
2900;231.2;230
2901;231.2;230
2902;231.3;230
2903;231.2;230
2904;231.3;230
2905;231.3;230
2906;231.3;230
2907;231.3;230
2908;231.2;230
2909;231.2;230
2910;231.1;230
2911;231.2;230
2912;231.2;230
2913;231.2;230
2914;231.2;230
2915;231.1;230
2916;231.1;230
2917;231.1;230
2918;231.2;230
2919;231.1;230
2920;231.2;230
2921;231.1;230
2922;231.1;230
2923;231.1;230
2924;231.1;230
2925;231;230
2926;231;230
2927;231;230
2928;231;230
2929;231;230
2930;231;230
2931;230.9;230
2932;231;230
2933;230.9;230
2934;231;230
2935;230.9;230
2936;230.9;230
2937;230.9;230
2938;231;230
2939;230.8;230
2940;230.9;230
2941;230.8;230
2942;230.9;230
2943;230.8;230
2944;230.8;230
2945;230.8;230
2946;230.8;230
2947;230.8;230
2948;230.8;230
2949;230.7;230
2950;230.7;230
2951;230.6;230
2952;230.7;230
2953;230.7;230
2954;230.7;230
2955;230.6;230
2956;230.6;230
2957;230.6;230
2958;230.5;230
2959;230.5;230
2960;230.5;230
2961;230.5;230
2962;230.5;230
2963;230.5;230
2964;230.4;230
2965;230.5;230
2966;230.4;230
2967;230.4;230
2968;230.4;230
2969;230.4;230
2970;230.3;230
2971;230.4;230
2972;230.3;230
2973;230.3;230
2974;230.3;230
2975;230.3;230
2976;230.3;230
2977;230.2;230
2978;230.2;230
2979;230.2;230
2980;230.2;230
2981;230.1;230
2982;230.1;230
2983;230.1;230
2984;230.2;230
2985;230.1;230
2986;230;230
2987;230;230
2988;230;230
2989;230;230
2990;230;230
2991;230;230
2992;229.9;230
2993;229.9;230
2994;229.9;230
2995;229.9;230
2996;229.9;230
2997;229.8;230
2998;229.8;230
2999;229.8;230
3000;229.8;230
3001;229.8;230
3002;229.7;230
3003;229.8;230
3004;229.7;230
3005;229.7;230
3006;229.7;230
3007;229.6;230
3008;229.5;230
3009;229.5;230
3010;229.5;230
3011;229.5;230
3012;229.4;230
3013;229.4;230
3014;229.4;230
3015;229.3;230
3016;229.3;230
3017;229.2;230
3018;229.3;230
3019;229.3;230
3020;229.3;230
3021;229.3;230
3022;229.3;230
3023;229.3;230
3024;229.3;230
3025;229.3;230
3026;229.3;230
3027;229.3;230
3028;229.2;230
3029;229.3;230
3030;229.2;230
3031;229.1;230
3032;229.1;230
3033;229.1;230
3034;229.2;230
3035;229.3;230
3036;229.3;230
3037;229.4;230
3038;229.4;230
3039;229.4;230
3040;229.4;230
3041;229.4;230
3042;229.4;230
3043;229.4;230
3044;229.4;230
3045;229.4;230
3046;229.4;230
3047;229.3;230
3048;229.4;230
3049;229.3;230
3050;229.4;230
3051;229.3;230
3052;229.3;230
3053;229.4;230
3054;229.3;230
3055;229.3;230
3056;229.3;230
3057;229.2;230
3058;229.2;230
3059;229.2;230
3060;229.1;230
3061;229.1;230
3062;229.2;230
3063;229.1;230
3064;229.1;230
3065;229.2;230
3066;229.2;230
3067;229.2;230
3068;229.2;230
3069;229.1;230
3070;229.3;230
3071;229.3;230
3072;229.3;230
3073;229.3;230
3074;229.2;230
3075;229.3;230
3076;229.4;230
3077;229.3;230
3078;229.3;230
3079;229.3;230
3080;229.3;230
3081;229.3;230
3082;229.3;230
3083;229.4;230
3084;229.4;230
3085;229.4;230
3086;229.4;230
3087;229.3;230
3088;229.4;230
3089;229.4;230
3090;229.5;230
3091;229.5;230
3092;229.5;230
3093;229.6;230
3094;229.5;230
3095;229.6;230
3096;229.6;230
3097;229.6;230
3098;229.7;230
3099;229.7;230
3100;229.6;230
3101;229.7;230
3102;229.5;230
3103;229.7;230
3104;229.6;230
3105;229.6;230
3106;229.7;230
3107;229.7;230
3108;229.7;230
3109;229.6;230
3110;229.6;230
3111;229.6;230
3112;229.7;230
3113;229.6;230
3114;229.5;230
3115;229.6;230
3116;229.6;230
3117;229.7;230
3118;229.6;230
3119;229.6;230
3120;229.6;230
3121;229.5;230
3122;229.6;230
3123;229.6;230
3124;229.5;230
3125;229.5;230
3126;229.6;230
3127;229.6;230
3128;229.6;230
3129;229.6;230
3130;229.6;230
3131;229.6;230
3132;229.7;230
3133;229.7;230
3134;229.6;230
3135;229.7;230
3136;229.7;230
