Time (sec);Temperature 1 (C);Temperature 2 (C);Set point (C);Relay 1;Relay 2
265;139.1;124.9;150;0;0
266;139.1;124.9;150;0;0
267;139.2;124.9;150;0;0
268;139.2;124.9;150;0;0
269;139.1;124.9;150;0;0
270;139.2;124.9;150;0;0
271;139.2;124.9;150;0;0
272;139.1;124.9;150;1;0
273;139;124.9;150;0;1
274;139;124.9;150;0;0
275;139.1;124.9;150;0;0
276;139.2;124.9;150;0;0
277;139.2;124.9;150;0;0
278;139.3;124.9;150;0;0
279;139.3;124.9;150;0;0
280;139.3;124.9;150;0;0
281;139.3;124.9;150;1;0
282;139.5;124.9;150;0;1
283;139.5;124.9;150;0;0
284;139.5;124.9;150;0;0
285;139.5;124.9;150;0;0
286;139.4;124.9;150;0;0
287;139.5;124.9;150;0;0
288;139.4;124.9;150;0;0
289;139.5;124.9;150;0;0
290;139.5;124.9;150;1;0
291;139.8;124.9;150;0;1
292;139.8;124.9;150;0;0
293;139.9;124.9;150;0;0
294;139.8;124.9;150;0;0
295;139.9;124.9;150;0;0
296;139.9;124.9;150;0;0
297;139.9;124.9;150;0;0
298;139.9;124.9;150;0;0
299;140;124.9;150;1;0
300;139.9;124.9;150;0;1
301;140;124.9;150;0;0
302;139.9;124.9;150;0;0
303;139.8;124.9;150;0;0
304;139.7;124.9;150;0;0
305;139.8;124.9;150;0;0
306;139.8;124.9;150;0;0
307;139.9;124.9;150;0;0
308;139.9;124.9;150;1;0
309;140;124.9;150;0;1
310;140;124.9;150;0;0
311;139.9;124.9;150;0;0
312;139.8;124.9;150;0;0
313;139.8;124.9;150;0;0
314;139.9;124.9;150;0;0
315;139.8;124.9;150;0;0
316;140;124.9;150;0;0
317;140;124.9;150;1;0
318;140.2;124.9;150;0;1
319;140.2;124.9;150;0;0
320;140.1;124.9;150;0;0
321;140.2;124.9;150;0;0
322;140.3;124.9;150;0;0
323;140.3;124.9;150;0;0
324;140.2;124.9;150;0;0
325;140.3;124.9;150;0;0
326;140.3;124.9;150;1;0
327;140.3;124.9;150;0;1
328;140.4;124.9;150;0;0
329;140.5;124.9;150;0;0
330;140.3;124.9;150;0;0
331;140.5;124.9;150;0;0
332;140.6;124.9;150;0;0
333;140.7;124.9;150;0;0
334;140.6;124.9;150;0;0
335;140.6;124.9;150;1;0
336;140.5;124.9;150;0;1
337;140.6;124.9;150;0;0
338;140.4;124.9;150;0;0
339;140.5;124.9;150;0;0
340;140.6;124.9;150;0;0
341;140.7;124.9;150;0;0
342;140.9;124.9;150;0;0
343;140.8;124.9;150;0;0
344;140.8;124.9;150;1;0
345;140.8;124.9;150;0;1
346;140.8;124.9;150;0;0
347;140.9;124.9;150;0;0
348;141;124.9;150;0;0
349;140.9;124.9;150;0;0
350;141.1;124.9;150;0;0
351;141.1;124.9;150;0;0
352;141.2;124.9;150;1;0
353;141.3;124.9;150;0;1
354;141.4;124.9;150;0;0
355;141.3;124.9;150;0;0
356;141.5;124.9;150;0;0
357;141.6;124.9;150;0;0
358;141.6;124.9;150;0;0
359;141.6;124.9;150;0;0
360;141.5;124.9;150;0;0
361;141.5;124.9;150;1;0
362;141.5;124.9;150;0;1
363;141.5;124.9;150;0;0
364;141.4;124.9;150;0;0
365;141.5;124.9;150;0;0
366;141.6;124.9;150;0;0
367;141.6;124.9;150;0;0
368;141.6;124.9;150;0;0
369;141.6;124.9;150;1;0
370;141.8;124.9;150;0;1
371;141.8;124.9;150;0;0
372;141.9;124.9;150;0;0
373;141.8;124.9;150;0;0
374;141.8;124.9;150;0;0
375;141.8;124.9;150;0;0
376;141.9;124.9;150;0;0
377;142;124.9;150;0;0
378;141.9;124.9;150;1;0
379;141.9;124.9;150;0;1
380;141.9;124.9;150;0;0
381;141.9;124.9;150;0;0
382;141.9;124.9;150;0;0
383;142;124.9;150;0;0
384;142.1;124.9;150;0;0
385;142.2;124.9;150;0;0
386;142.1;124.9;150;1;0
387;142.1;124.9;150;0;1
388;142.1;124.9;150;0;0
389;142;124.9;150;0;0
390;142.1;124.9;150;0;0
391;142.2;124.9;150;0;0
392;142.2;124.9;150;0;0
393;142.2;124.9;150;0;0
394;142.5;124.9;150;0;0
395;142.4;124.9;150;1;0
396;142.5;124.9;150;0;1
397;142.5;124.9;150;0;0
398;142.5;124.9;150;0;0
399;142.6;124.9;150;0;0
400;142.8;124.9;150;0;0
401;142.9;124.9;150;0;0
402;142.8;124.9;150;0;0
403;142.9;124.9;150;1;0
404;142.8;124.9;150;0;1
405;142.7;124.9;150;0;0
406;142.8;124.9;150;0;0
407;142.6;124.9;150;0;0
408;142.6;124.9;150;0;0
409;142.7;124.9;150;0;0
410;142.8;124.9;150;0;0
411;142.6;124.9;150;1;0
412;142.6;124.9;150;0;1
413;142.8;124.9;150;0;0
414;142.8;124.9;150;0;0
415;142.8;124.9;150;0;0
416;142.9;124.9;150;0;0
417;143;124.9;150;0;0
418;143;124.9;150;0;0
419;143;124.9;150;0;0
420;143;124.9;150;1;0
421;143.2;124.9;150;0;1
422;143.3;124.9;150;0;0
423;143.3;124.9;150;0;0
424;143.3;124.9;150;0;0
425;143.3;124.9;150;0;0
426;143.5;124.9;150;0;0
427;143.5;124.9;150;0;0
428;143.5;124.9;150;1;0
429;143.5;124.9;150;0;1
430;143.5;124.9;150;0;0
431;143.7;124.9;150;0;0
432;143.6;124.9;150;0;0
433;143.8;124.9;150;0;0
434;143.7;124.9;150;0;0
435;143.7;124.9;150;0;0
436;143.7;124.9;150;1;0
437;143.7;124.9;150;0;1
438;143.7;124.9;150;0;0
439;143.9;124.9;150;0;0
440;143.9;124.9;150;0;0
441;144;124.9;150;0;0
442;144.1;124.9;150;0;0
443;144.1;124.9;150;0;0
444;144.2;124.9;150;0;0
445;144.1;124.9;150;1;0
446;144.1;124.9;150;0;1
447;144.1;124.9;150;0;0
448;144.1;124.9;150;0;0
449;144;124.9;150;0;0
450;143.9;124.9;150;0;0
451;143.9;124.9;150;0;0
452;144.1;124.9;150;0;0
453;144.3;124.9;150;1;0
454;144.3;124.9;150;0;1
455;144.3;124.9;150;0;0
456;144.3;124.9;150;0;0
457;144.3;124.9;150;0;0
458;144.4;124.9;150;0;0
459;144.4;124.9;150;0;0
460;144.5;124.9;150;0;0
461;144.5;124.9;150;0;0
462;144.5;124.9;150;0;0
463;144.5;124.9;150;0;0
464;144.6;124.9;150;0;0
465;144.6;124.9;150;0;0
466;144.8;124.9;150;0;0
467;144.8;124.9;150;0;0
468;144.9;124.9;150;0;0
469;144.7;124.9;150;0;0
470;144.8;124.9;150;0;0
471;144.8;124.9;150;0;0
472;144.9;124.9;150;0;0
473;144.9;124.9;150;0;0
474;145;124.9;150;0;0
475;145;124.9;150;0;0
476;144.9;124.9;150;0;0
477;144.9;124.9;150;0;0
478;144.9;124.9;150;0;0
479;144.9;124.9;150;0;0
480;145;124.9;150;1;0
481;145.2;124.9;150;0;1
482;145.1;124.9;150;0;0
483;145.1;124.9;150;0;0
484;145;124.9;150;0;0
485;145;124.9;150;0;0
486;144.9;124.9;150;0;0
487;145.1;124.9;150;0;0
488;145;124.9;150;1;0
489;145.1;124.9;150;0;1
490;145.2;124.9;150;0;0
491;145.1;124.9;150;0;0
492;145.1;124.9;150;0;0
493;145;124.9;150;0;0
494;145.1;124.9;150;0;0
495;145.1;124.9;150;0;0
496;145.2;124.9;150;0;0
497;145.2;124.9;150;0;0
498;145.4;124.9;150;0;0
499;145.5;124.9;150;0;0
500;145.4;124.9;150;0;0
501;145.5;124.9;150;0;0
502;145.5;124.9;150;0;0
503;145.6;124.9;150;0;0
504;145.6;124.9;150;0;0
505;145.7;124.9;150;1;0
506;145.7;124.9;150;0;0
507;145.8;124.9;150;0;1
508;145.7;124.9;150;0;0
509;145.7;124.9;150;0;0
510;145.6;124.9;150;0;0
511;145.6;124.9;150;0;0
512;145.6;124.9;150;0;0
513;145.5;124.9;150;0;0
514;145.6;124.9;150;1;0
515;145.6;124.9;150;0;0
516;145.6;124.9;150;0;1
517;145.6;124.9;150;0;0
518;145.7;124.9;150;0;0
519;145.7;124.9;150;0;0
520;145.7;124.9;150;0;0
521;145.9;124.9;150;0;0
522;145.9;124.9;150;1;0
523;145.9;124.9;150;0;0
524;145.9;124.9;150;0;1
525;145.9;124.9;150;0;0
526;145.8;124.9;150;0;0
527;145.9;124.9;150;0;0
528;145.9;124.9;150;0;0
529;145.9;124.9;150;0;0
530;145.9;124.9;150;0;0
531;145.9;124.9;150;1;0
532;145.9;124.9;150;0;0
533;145.9;124.9;150;0;1
534;145.9;124.9;150;0;0
535;145.9;124.9;150;0;0
536;145.9;124.9;150;0;0
537;145.8;124.9;150;0;0
538;145.8;124.9;150;0;0
539;146.1;124.9;150;0;0
540;146.2;124.9;150;1;0
541;146.1;124.9;150;0;0
542;146.2;124.9;150;0;1
543;146.2;124.9;150;0;0
544;146.4;124.9;150;0;0
545;146.3;124.9;150;0;0
546;146.5;124.9;150;0;0
547;146.6;124.9;150;0;0
548;146.7;124.9;150;0;0
549;146.6;124.9;150;1;0
550;146.6;124.9;150;0;0
551;146.7;124.9;150;0;1
552;146.7;124.9;150;0;0
553;146.7;124.9;150;0;0
554;146.7;124.9;150;0;0
555;146.8;124.9;150;0;0
556;146.8;124.9;150;0;0
557;146.9;124.9;150;1;0
558;146.7;124.9;150;0;0
559;146.8;124.9;150;0;1
560;146.9;124.9;150;0;0
561;146.8;124.9;150;0;0
562;146.9;124.9;150;0;0
563;146.9;124.9;150;0;0
564;146.9;124.9;150;0;0
565;147;124.9;150;0;0
566;147.3;124.9;150;1;0
567;147.3;124.9;150;0;0
568;147.3;124.9;150;0;1
569;147.2;124.9;150;0;0
570;147.4;124.9;150;0;0
571;147.3;124.9;150;0;0
572;147.3;124.9;150;0;0
573;147.3;124.9;150;0;0
574;147.3;124.9;150;0;0
575;147.5;124.9;150;1;0
576;147.5;124.9;150;0;0
577;147.4;124.9;150;0;1
578;147.4;124.9;150;0;0
579;147.3;124.9;150;0;0
580;147.3;124.9;150;0;0
581;147.5;124.9;150;0;0
582;147.5;124.9;150;0;0
583;147.5;124.9;150;1;0
584;147.6;124.9;150;1;0
585;147.7;124.9;150;0;1
586;147.8;124.9;150;0;1
587;147.7;124.9;150;0;0
588;147.7;124.9;150;0;0
589;147.7;124.9;150;0;0
590;148;124.9;150;0;0
591;148;124.9;150;0;0
592;148.1;124.9;150;0;0
593;148.4;124.9;150;0;0
594;148.3;124.9;150;1;0
595;148.1;124.9;150;0;1
596;148.2;124.9;150;0;1
597;148.1;124.9;150;0;0
598;148.1;124.9;150;0;0
599;148.1;124.9;150;0;0
600;148.2;124.9;150;0;0
601;148.1;124.9;150;1;0
602;148.1;124.9;150;1;0
603;148.2;124.9;150;0;1
604;148.4;124.9;150;0;1
605;148.5;124.9;150;0;0
606;148.7;124.9;150;0;0
607;148.6;124.9;150;0;0
608;148.7;124.9;150;0;0
609;148.9;124.9;150;0;0
610;148.8;124.9;150;0;0
611;148.8;124.9;150;0;0
612;148.8;124.9;150;1;0
613;148.7;124.9;150;0;0
614;148.8;124.9;150;0;1
615;148.8;124.9;150;0;0
616;149;124.9;150;0;0
617;148.9;124.9;150;0;0
618;148.9;124.9;150;0;0
619;149;124.9;150;0;0
620;148.8;124.9;150;0;0
621;148.7;124.9;150;0;0
622;148.8;124.9;150;0;0
623;148.8;124.9;150;0;0
624;148.8;124.9;150;0;0
625;149;124.9;150;0;0
626;149;124.9;150;0;0
627;149;124.9;150;0;0
628;149;124.9;150;0;0
629;149.2;124.9;150;0;0
630;149.2;124.9;150;1;0
631;148.9;124.9;150;0;0
632;149;124.9;150;0;1
633;149.1;124.9;150;0;0
634;149.2;124.9;150;0;0
635;149.4;124.9;150;0;0
636;149.5;124.9;150;0;0
637;149.5;124.9;150;0;0
638;149.6;124.9;150;0;0
639;149.6;124.9;150;0;0
640;149.7;124.9;150;0;0
641;149.6;124.9;150;0;0
642;149.7;124.9;150;0;0
643;149.7;124.9;150;0;0
644;149.7;124.9;150;0;0
645;149.7;124.9;150;0;0
646;149.5;124.9;150;1;0
647;149.9;124.9;150;0;1
648;150.1;124.9;150;0;0
649;150.2;124.9;150;0;0
650;150.3;124.9;150;0;0
651;150.1;124.9;150;0;0
652;150.2;124.9;150;0;0
653;150.2;124.9;150;0;0
654;150.2;124.9;150;0;0
655;150.3;124.9;150;1;0
656;150.4;124.9;150;0;1
657;150.4;124.9;150;0;0
658;150.4;124.9;150;0;0
659;150.3;124.9;150;0;0
660;150.5;124.9;150;0;0
661;150.5;124.9;150;0;0
662;150.4;124.9;150;0;0
663;150.7;124.9;150;1;0
664;150.8;124.9;150;0;1
665;150.7;124.9;150;0;0
666;150.7;124.9;150;0;0
667;150.7;124.9;150;0;0
668;150.6;124.9;150;0;0
669;150.6;124.9;150;0;0
670;150.7;124.9;150;0;0
671;150.7;124.9;150;0;0
672;150.7;124.9;150;1;0
673;150.9;124.9;150;0;1
674;151;124.9;150;0;0
675;151.1;124.9;150;0;0
676;151.2;124.9;150;0;0
677;151.2;124.9;150;0;0
678;151.2;124.9;150;0;0
679;151.2;124.9;150;0;0
680;151.3;124.9;150;0;0
681;151.2;124.9;150;1;0
682;151.2;124.9;150;0;1
683;151.2;124.9;150;0;0
684;151.3;124.9;150;0;0
685;151.2;124.9;150;0;0
686;151.3;124.9;150;0;0
687;151.2;124.9;150;0;0
688;151.3;124.9;150;0;0
689;151.2;124.9;150;1;0
690;151.2;124.9;150;0;1
691;151.3;124.9;150;0;0
692;151.3;124.9;150;0;0
693;151.5;124.9;150;0;0
694;151.6;124.9;150;0;0
695;151.6;124.9;150;0;0
696;151.5;124.9;150;0;0
697;151.5;124.9;150;0;0
698;151.6;124.9;150;1;0
699;151.8;124.9;150;0;1
700;151.8;124.9;150;0;0
701;151.8;124.9;150;0;0
702;151.9;124.9;150;0;0
703;151.8;124.9;150;0;0
704;151.8;124.9;150;0;0
705;151.8;124.9;150;0;0
706;151.8;124.9;150;1;0
707;152;124.9;150;0;1
708;152.1;124.9;150;0;0
709;152.2;124.9;150;0;0
710;152.3;124.9;150;0;0
711;152.3;124.9;150;0;0
712;152.4;124.9;150;0;0
713;152.4;124.9;150;0;0
714;152.2;124.9;150;0;0
715;152.3;124.9;150;0;0
716;152.4;124.9;150;0;0
717;152.5;124.9;150;0;0
718;152.5;124.9;150;0;0
719;152.4;124.9;150;0;0
720;152.6;124.9;150;0;0
721;152.5;124.9;150;0;0
722;152.4;124.9;150;0;0
723;152.2;124.9;150;1;0
724;152.4;124.9;150;0;1
725;152.5;124.9;150;0;0
726;152.7;124.9;150;0;0
727;152.7;124.9;150;0;0
728;152.7;124.9;150;0;0
729;152.7;124.9;150;0;0
730;152.7;124.9;150;0;0
731;152.8;124.9;150;0;0
732;152.9;124.9;150;0;0
733;152.9;124.9;150;0;0
734;152.9;124.9;150;0;0
735;152.9;124.9;150;0;0
736;152.9;124.9;150;0;0
737;153;124.9;150;0;0
738;152.9;124.9;150;0;0
739;153;124.9;150;0;0
740;153.1;124.9;150;1;0
741;153.1;124.9;150;0;1
742;153;124.9;150;0;0
743;153;124.9;150;0;0
744;153;124.9;150;0;0
745;153;124.9;150;0;0
746;153;124.9;150;0;0
747;153.1;124.9;150;0;0
748;153.2;124.9;150;0;0
749;153.2;124.9;150;1;0
750;153.1;124.9;150;0;1
751;153.1;124.9;150;0;0
752;153.1;124.9;150;0;0
753;153.2;124.9;150;0;0
754;153.1;124.9;150;0;0
755;153.2;124.9;150;0;0
756;153.4;124.9;150;0;0
757;153.4;124.9;150;0;0
758;153.4;124.9;150;1;0
759;153.4;124.9;150;0;1
760;153.5;124.9;150;0;0
761;153.5;124.9;150;0;0
762;153.5;124.9;150;0;0
763;153.7;124.9;150;0;0
764;153.7;124.9;150;0;0
765;153.7;124.9;150;0;0
766;153.8;124.9;150;1;0
767;153.8;124.9;150;0;1
768;153.9;124.9;150;0;0
769;153.8;124.9;150;0;0
770;153.9;124.9;150;0;0
771;153.8;124.9;150;0;0
772;153.8;124.9;150;0;0
773;153.9;124.9;150;0;0
774;153.9;124.9;150;0;0
775;153.9;124.9;150;1;0
776;153.9;124.9;150;0;1
777;153.9;124.9;150;0;0
778;154;124.9;150;0;0
779;153.9;124.9;150;0;0
780;154;124.9;150;0;0
781;154;124.9;150;0;0
782;154.1;124.9;150;0;0
783;154.1;124.9;150;1;0
784;154.1;124.9;150;0;1
785;154.2;124.9;150;0;0
786;154.2;124.9;150;0;0
787;154.3;124.9;150;0;0
788;154.4;124.9;150;0;0
789;154.3;124.9;150;0;0
790;154.5;124.9;150;0;0
791;154.4;124.9;150;0;0
792;154.4;124.9;150;1;0
793;154.5;124.9;150;0;1
794;154.5;124.9;150;0;0
795;154.6;124.9;150;0;0
796;154.5;124.9;150;0;0
797;154.4;124.9;150;0;0
798;154.6;124.9;150;0;0
799;154.7;124.9;150;0;0
800;154.8;124.9;150;1;0
801;154.9;124.9;150;0;1
802;154.8;124.9;150;0;0
803;154.8;124.9;150;0;0
804;154.9;124.9;150;0;0
805;155;124.9;150;0;0
806;155.1;124.9;150;0;0
807;155;124.9;150;0;0
808;155.2;124.9;150;0;0
809;155.2;124.9;150;1;0
810;155.2;124.9;150;0;1
811;155.2;124.9;150;0;0
812;155.3;124.9;150;0;0
813;155.2;124.9;150;0;0
814;155.3;124.9;150;0;0
815;155.4;124.9;150;0;0
816;155.5;124.9;150;0;0
817;155.6;124.9;150;0;0
818;155.6;124.9;150;1;0
819;155.6;124.9;150;0;1
820;155.6;124.9;150;0;0
821;155.5;124.9;150;0;0
822;155.5;124.9;150;0;0
823;155.5;124.9;150;0;0
824;155.6;124.9;150;0;0
825;155.8;124.9;150;0;0
826;155.7;124.9;150;1;0
827;155.7;124.9;150;1;1
828;155.8;124.9;150;0;1
829;155.9;124.9;150;0;0
830;155.9;124.9;150;0;0
831;156;124.9;150;0;0
832;155.9;124.9;150;0;0
833;155.9;124.9;150;0;0
834;156;124.9;150;0;0
835;156;124.9;150;1;0
836;156.3;124.9;150;0;1
837;156.3;124.9;150;0;0
838;156.3;124.9;150;0;0
839;156.3;124.9;150;0;0
840;156.3;124.9;150;0;0
841;156.4;124.9;150;0;0
842;156.4;124.9;150;0;0
843;156.2;124.9;150;0;0
844;156.3;124.9;150;1;0
845;156.4;124.9;150;0;1
846;156.5;124.9;150;0;0
847;156.5;124.9;150;0;0
848;156.5;124.9;150;0;0
849;156.6;124.9;150;0;0
850;156.7;124.9;150;0;0
851;156.6;124.9;150;0;0
852;156.7;124.9;150;1;0
853;156.8;124.9;150;0;1
854;156.9;124.9;150;0;0
855;157;124.9;150;0;0
856;157.1;124.9;150;0;0
857;157.2;124.9;150;0;0
858;157.1;124.9;150;0;0
859;157.2;124.9;150;0;0
860;157.2;124.9;150;0;0
861;157.3;124.9;150;1;0
862;157.3;124.9;150;0;1
863;157.3;124.9;150;0;0
864;157.2;124.9;150;0;0
865;157.1;124.9;150;0;0
866;157.2;124.9;150;0;0
867;157.2;124.9;150;0;0
868;157.3;124.9;150;0;0
869;157.3;124.9;150;1;0
870;157.3;124.9;150;1;1
871;157.4;124.9;150;0;1
872;157.6;124.9;150;0;0
873;157.6;124.9;150;0;0
874;157.6;124.9;150;0;0
875;157.8;124.9;150;0;0
876;157.8;124.9;150;0;0
877;157.9;124.9;150;0;0
878;158;124.9;150;1;0
879;158.1;124.9;150;0;1
