Time (sec);Temperature 1 (C);Temperature 2 (C);Set point (C);Relay 1;Relay 2
0;69.7;75;0;0
1;69.7;75;1;0
2;69.7;75;0;0
3;69.6;75;0;0
4;69.7;75;0;0
5;69.6;75;0;0
6;69.6;75;0;0
7;69.6;75;0;0
8;69.7;75;1;0
9;69.7;75;0;0
10;69.9;75;0;0
11;69.9;75;0;0
12;69.9;75;0;0
13;69.9;75;0;0
14;69.9;75;0;0
15;70;75;1;0
16;70;75;0;0
17;69.9;75;0;0
18;70;75;0;0
19;70;75;0;0
20;70;75;0;0
21;70;75;0;0
22;70.1;75;1;0
23;70.1;75;0;0
24;70.1;75;0;0
25;70.2;75;0;0
26;70.2;75;0;0
27;70.3;75;0;0
28;70.3;75;0;0
29;70.3;75;1;0
30;70.2;75;0;0
31;70.2;75;0;0
32;70.3;75;0;0
33;70.3;75;0;0
34;70.5;75;0;0
35;70.5;75;0;0
36;70.5;75;1;0
37;70.6;75;0;0
38;70.5;75;0;0
39;70.5;75;0;0
40;70.5;75;0;0
41;70.6;75;0;0
42;70.6;75;0;0
43;70.6;75;1;0
44;70.6;75;0;0
45;70.6;75;0;0
46;70.6;75;0;0
47;70.7;75;0;0
48;70.8;75;0;0
49;70.8;75;0;0
50;70.7;75;1;0
51;70.8;75;0;0
52;70.9;75;0;0
53;71.1;75;0;0
54;71.1;75;0;0
55;71.1;75;0;0
56;71.1;75;0;0
57;71.2;75;1;0
58;71.3;75;0;0
59;71.3;75;0;0
60;71.3;75;0;0
61;71.4;75;0;0
62;71.4;75;0;0
63;71.4;75;0;0
64;71.3;75;0;0
65;71.4;75;0;0
66;71.5;75;0;0
67;71.5;75;0;0
68;71.5;75;0;0
69;71.4;75;0;0
70;71.4;75;0;0
71;71.5;75;0;0
72;71.5;75;1;0
73;71.5;75;0;0
74;71.5;75;0;0
75;71.5;75;0;0
76;71.6;75;0;0
77;71.7;75;0;0
78;71.7;75;0;0
79;71.8;75;1;0
80;71.8;75;0;0
81;71.8;75;0;0
82;71.7;75;0;0
83;71.8;75;0;0
84;71.9;75;0;0
85;71.8;75;0;0
86;72;75;1;0
87;72.1;75;0;0
88;72.1;75;0;0
89;72.1;75;0;0
90;72.2;75;0;0
91;72.2;75;0;0
92;72.3;75;0;0
93;72.3;75;1;0
94;72.4;75;0;0
95;72.5;75;0;0
96;72.4;75;0;0
97;72.4;75;0;0
98;72.4;75;0;0
99;72.4;75;0;0
100;72.4;75;0;0
101;72.4;75;0;0
102;72.5;75;0;0
103;72.5;75;0;0
104;72.5;75;0;0
105;72.6;75;0;0
106;72.5;75;0;0
107;72.5;75;0;0
108;72.6;75;0;0
109;72.6;75;0;0
110;72.7;75;0;0
111;72.8;75;0;0
112;72.7;75;0;0
113;72.8;75;0;0
114;73;75;0;0
115;73;75;1;0
116;73;75;0;0
117;72.9;75;0;0
118;73.1;75;0;0
119;73.1;75;0;0
120;73;75;0;0
