Time (sec);Temperature 1 (C);Temperature 2 (C);Set point (C);Relay 1;Relay 2
77;26.3;124.9;30;0;1
78;26.4;124.9;30;0;0
79;26.3;124.9;30;0;0
80;26.4;124.9;30;0;0
81;26.4;124.9;30;0;0
82;26.4;124.9;30;0;0
83;26.5;124.9;30;0;0
84;26.5;124.9;30;1;0
85;26.6;124.9;30;0;1
86;26.6;124.9;30;0;0
87;26.6;124.9;30;0;0
88;26.6;124.9;30;0;0
89;26.7;124.9;30;0;0
90;26.8;124.9;30;0;0
91;26.8;124.9;30;0;0
92;26.9;124.9;30;0;0
93;26.9;124.9;30;1;0
94;26.9;124.9;30;0;1
95;26.9;124.9;30;0;0
96;26.9;124.9;30;0;0
97;27;124.9;30;0;0
98;27;124.9;30;0;0
99;27;124.9;30;0;0
100;27.1;124.9;30;0;0
101;27.1;124.9;30;1;0
102;27.1;124.9;30;0;1
103;27.1;124.9;30;0;0
104;27.2;124.9;30;0;0
105;27.2;124.9;30;0;0
106;27.3;124.9;30;0;0
107;27.3;124.9;30;0;0
108;27.3;124.9;30;0;0
109;27.3;124.9;30;0;0
110;27.4;124.9;30;0;0
111;27.5;124.9;30;0;0
112;27.5;124.9;30;0;0
113;27.6;124.9;30;0;0
114;27.5;124.9;30;0;0
115;27.6;124.9;30;0;0
116;27.6;124.9;30;0;0
117;27.6;124.9;30;0;0
118;27.7;124.9;30;1;0
119;27.7;124.9;30;0;1
120;27.7;124.9;30;0;0
121;27.8;124.9;30;0;0
122;27.8;124.9;30;0;0
123;27.8;124.9;30;0;0
124;27.8;124.9;30;0;0
125;27.9;124.9;30;0;0
126;27.9;124.9;30;1;0
127;27.9;124.9;30;0;1
128;28;124.9;30;0;0
129;28;124.9;30;0;0
130;28;124.9;30;0;0
131;28;124.9;30;0;0
132;28.1;124.9;30;0;0
133;28.1;124.9;30;0;0
134;28.1;124.9;30;0;0
135;28.1;124.9;30;0;0
136;28.2;124.9;30;0;0
137;28.3;124.9;30;0;0
138;28.3;124.9;30;0;0
139;28.3;124.9;30;0;0
140;28.3;124.9;30;0;0
141;28.4;124.9;30;0;0
142;28.5;124.9;30;0;0
143;28.4;124.9;30;1;0
144;28.5;124.9;30;0;1
145;28.5;124.9;30;0;0
146;28.5;124.9;30;0;0
147;28.5;124.9;30;0;0
148;28.5;124.9;30;0;0
149;28.5;124.9;30;0;0
150;28.5;124.9;30;0;0
151;28.6;124.9;30;1;0
152;28.6;124.9;30;0;1
153;28.7;124.9;30;0;0
154;28.7;124.9;30;0;0
155;28.7;124.9;30;0;0
156;28.8;124.9;30;0;0
157;28.8;124.9;30;0;0
158;28.8;124.9;30;0;0
159;28.8;124.9;30;0;0
160;28.9;124.9;30;1;0
161;29;124.9;30;0;1
162;29;124.9;30;0;0
163;29;124.9;30;0;0
164;29;124.9;30;0;0
165;29;124.9;30;0;0
166;29;124.9;30;0;0
167;29.1;124.9;30;0;0
168;29.1;124.9;30;1;0
169;29.1;124.9;30;0;1
170;29.2;124.9;30;0;0
171;29.2;124.9;30;0;0
172;29.3;124.9;30;0;0
173;29.4;124.9;30;0;0
174;29.4;124.9;30;0;0
175;29.5;124.9;30;0;0
176;29.4;124.9;30;1;0
177;29.5;124.9;30;0;1
178;29.5;124.9;30;0;0
179;29.6;124.9;30;0;0
180;29.6;124.9;30;0;0
181;29.6;124.9;30;0;0
182;29.7;124.9;30;0;0
183;29.7;124.9;30;0;0
184;29.8;124.9;30;0;0
185;29.8;124.9;30;1;0
186;29.9;124.9;30;0;1
187;29.9;124.9;30;0;0
188;29.9;124.9;30;0;0
189;29.9;124.9;30;0;0
190;30;124.9;30;0;0
191;30.1;124.9;30;0;0
192;30.1;124.9;30;0;0
193;30.1;124.9;30;1;0
194;30.2;124.9;30;0;1
195;30.2;124.9;30;0;0
196;30.3;124.9;30;0;0
197;30.2;124.9;30;0;0
198;30.4;124.9;30;0;0
199;30.4;124.9;30;0;0
200;30.5;124.9;30;0;0
201;30.6;124.9;30;0;0
202;30.6;124.9;30;1;0
203;30.6;124.9;30;0;1
204;30.6;124.9;30;0;0
205;30.6;124.9;30;0;0
206;30.7;124.9;30;0;0
207;30.7;124.9;30;0;0
208;30.6;124.9;30;0;0
209;30.7;124.9;30;0;0
210;30.8;124.9;30;1;0
211;30.8;124.9;30;0;1
212;30.9;124.9;30;0;0
213;30.9;124.9;30;0;0
214;30.9;124.9;30;0;0
215;31;124.9;30;0;0
216;31.1;124.9;30;0;0
217;31.1;124.9;30;0;0
218;31.1;124.9;30;1;0
219;31.1;124.9;30;0;1
220;31.2;124.9;30;0;0
221;31.2;124.9;30;0;0
222;31.3;124.9;30;0;0
223;31.4;124.9;30;0;0
224;31.5;124.9;30;0;0
225;31.5;124.9;30;0;0
226;31.5;124.9;30;0;0
227;31.5;124.9;30;1;0
228;31.6;124.9;30;0;1
229;31.7;124.9;30;0;0
230;31.7;124.9;30;0;0
231;31.8;124.9;30;0;0
232;31.8;124.9;30;0;0
233;31.9;124.9;30;0;0
234;31.9;124.9;30;0;0
235;32;124.9;30;1;0
236;32;124.9;30;0;1
237;32;124.9;30;0;0
238;32.1;124.9;30;0;0
239;32.2;124.9;30;0;0
240;32.2;124.9;30;0;0
241;32.2;124.9;30;0;0
242;32.2;124.9;30;0;0
243;32.3;124.9;30;0;0
244;32.3;124.9;30;0;0
245;32.3;124.9;30;0;0
246;32.4;124.9;30;0;0
247;32.4;124.9;30;0;0
248;32.4;124.9;30;0;0
249;32.5;124.9;30;0;0
250;32.5;124.9;30;0;0
251;32.6;124.9;30;0;0
252;32.6;124.9;30;1;0
253;32.7;124.9;30;0;1
254;32.7;124.9;30;0;0
255;32.7;124.9;30;0;0
256;32.6;124.9;30;0;0
257;32.7;124.9;30;0;0
258;32.8;124.9;30;0;0
259;32.8;124.9;30;0;0
260;32.9;124.9;30;1;0
261;32.9;124.9;30;0;1
262;33;124.9;30;0;0
263;33;124.9;30;0;0
264;32.9;124.9;30;0;0
265;32.9;124.9;30;0;0
266;33;124.9;30;0;0
267;33.1;124.9;30;0;0
268;33.1;124.9;30;0;0
269;33.2;124.9;30;0;0
270;33.3;124.9;30;0;0
271;33.2;124.9;30;0;0
272;33.3;124.9;30;0;0
273;33.3;124.9;30;0;0
274;33.4;124.9;30;0;0
275;33.4;124.9;30;0;0
276;33.3;124.9;30;0;0
277;33.4;124.9;30;1;0
278;33.4;124.9;30;0;1
279;33.4;124.9;30;0;0
280;33.5;124.9;30;0;0
281;33.5;124.9;30;0;0
282;33.5;124.9;30;0;0
283;33.6;124.9;30;0;0
284;33.6;124.9;30;0;0
285;33.7;124.9;30;1;0
286;33.6;124.9;30;0;1
287;33.7;124.9;30;0;0
288;33.8;124.9;30;0;0
289;33.8;124.9;30;0;0
290;33.9;124.9;30;0;0
291;33.8;124.9;30;0;0
292;33.9;124.9;30;0;0
293;33.9;124.9;30;0;0
294;34;124.9;30;0;0
295;34.1;124.9;30;0;0
296;34.1;124.9;30;0;0
297;34.2;124.9;30;0;0
298;34.2;124.9;30;0;0
299;34.2;124.9;30;0;0
300;34.2;124.9;30;0;0
301;34.3;124.9;30;1;0
302;34.3;124.9;30;0;1
303;34.3;124.9;30;0;0
304;34.3;124.9;30;0;0
305;34.3;124.9;30;0;0
306;34.3;124.9;30;0;0
307;34.3;124.9;30;0;0
308;34.4;124.9;30;0;0
309;34.5;124.9;30;1;0
310;34.5;124.9;30;0;1
311;34.5;124.9;30;0;0
312;34.6;124.9;30;0;0
313;34.6;124.9;30;0;0
314;34.6;124.9;30;0;0
315;34.8;124.9;30;0;0
316;34.8;124.9;30;0;0
317;34.8;124.9;30;0;0
318;34.9;124.9;30;1;0
319;34.9;124.9;30;0;1
320;35;124.9;30;0;0
321;35;124.9;30;0;0
322;35;124.9;30;0;0
323;35.1;124.9;30;0;0
324;35.1;124.9;30;0;0
325;35.2;124.9;30;0;0
326;35.2;124.9;30;1;0
327;35.2;124.9;30;0;1
328;35.3;124.9;30;0;0
329;35.4;124.9;30;0;0
330;35.4;124.9;30;0;0
331;35.4;124.9;30;0;0
332;35.4;124.9;30;0;0
333;35.5;124.9;30;0;0
334;35.6;124.9;30;0;0
335;35.6;124.9;30;0;0
336;35.6;124.9;30;0;0
337;35.7;124.9;30;0;0
338;35.7;124.9;30;0;0
339;35.7;124.9;30;0;0
340;35.8;124.9;30;0;0
341;35.9;124.9;30;0;0
342;35.8;124.9;30;0;0
343;35.9;124.9;30;1;0
344;35.9;124.9;30;0;1
345;35.9;124.9;30;0;0
346;35.9;124.9;30;0;0
347;36.1;124.9;30;0;0
348;36;124.9;30;0;0
349;36.1;124.9;30;0;0
350;36;124.9;30;0;0
351;35.9;124.9;30;1;0
352;36;124.9;30;0;1
353;36.1;124.9;30;0;0
354;36.1;124.9;30;0;0
355;36.2;124.9;30;0;0
356;36.3;124.9;30;0;0
357;36.4;124.9;30;0;0
358;36.4;124.9;30;0;0
359;36.4;124.9;30;0;0
360;36.5;124.9;30;1;0
361;36.5;124.9;30;0;1
362;36.5;124.9;30;0;0
363;36.6;124.9;30;0;0
364;36.6;124.9;30;0;0
365;36.6;124.9;30;0;0
366;36.6;124.9;30;0;0
367;36.7;124.9;30;0;0
368;36.7;124.9;30;1;0
369;36.9;124.9;30;0;1
370;36.9;124.9;30;0;0
371;36.9;124.9;30;0;0
372;36.9;124.9;30;0;0
373;37;124.9;30;0;0
374;37.1;124.9;30;0;0
375;37.1;124.9;30;0;0
376;37.2;124.9;30;1;0
377;37.3;124.9;30;0;1
378;37.3;124.9;30;0;0
379;37.3;124.9;30;0;0
380;37.3;124.9;30;0;0
381;37.4;124.9;30;0;0
382;37.5;124.9;30;0;0
383;37.4;124.9;30;0;0
384;37.6;124.9;30;0;0
385;37.6;124.9;30;1;0
386;37.7;124.9;30;0;1
387;37.7;124.9;30;0;0
388;37.7;124.9;30;0;0
389;37.7;124.9;30;0;0
390;37.6;124.9;30;0;0
391;37.7;124.9;30;0;0
392;37.8;124.9;30;0;0
393;37.9;124.9;30;1;0
394;38;124.9;30;0;1
395;38;124.9;30;0;0
396;38.1;124.9;30;0;0
397;38.1;124.9;30;0;0
398;38.1;124.9;30;0;0
399;38.2;124.9;30;0;0
400;38.3;124.9;30;0;0
401;38.3;124.9;30;1;0
402;38.3;124.9;30;0;1
403;38.3;124.9;30;0;0
404;38.3;124.9;30;0;0
405;38.3;124.9;30;0;0
406;38.4;124.9;30;0;0
407;38.4;124.9;30;0;0
408;38.6;124.9;30;0;0
409;38.6;124.9;30;0;0
410;38.7;124.9;30;1;0
411;38.7;124.9;30;0;1
412;38.7;124.9;30;0;0
413;38.7;124.9;30;0;0
414;38.7;124.9;30;0;0
415;38.8;124.9;30;0;0
416;38.8;124.9;30;0;0
417;38.8;124.9;30;0;0
418;38.8;124.9;30;1;0
419;38.9;124.9;30;1;1
420;38.9;124.9;30;0;1
421;39;124.9;30;0;0
422;39.1;124.9;30;0;0
423;39.2;124.9;30;0;0
424;39.3;124.9;30;0;0
425;39.3;124.9;30;0;0
426;39.4;124.9;30;0;0
427;39.5;124.9;30;1;0
428;39.5;124.9;30;0;1
429;39.7;124.9;30;0;0
430;39.7;124.9;30;0;0
431;39.7;124.9;30;0;0
432;39.8;124.9;30;0;0
433;39.8;124.9;30;0;0
434;39.9;124.9;30;0;0
435;39.9;124.9;30;1;0
436;39.9;124.9;30;0;1
437;40.1;124.9;30;0;0
438;40.1;124.9;30;0;0
439;40.1;124.9;30;0;0
440;40.2;124.9;30;0;0
441;40.2;124.9;30;0;0
442;40.2;124.9;30;0;0
443;40.3;124.9;30;1;0
444;40.3;124.9;30;1;1
445;40.3;124.9;30;0;1
446;40.4;124.9;30;0;0
447;40.5;124.9;30;0;0
448;40.6;124.9;30;0;0
449;40.6;124.9;30;0;0
450;40.7;124.9;30;0;0
451;40.8;124.9;30;0;0
452;40.8;124.9;30;1;0
453;40.8;124.9;30;0;1
454;40.9;124.9;30;0;0
455;41;124.9;30;0;0
456;41.1;124.9;30;0;0
457;41.2;124.9;30;0;0
458;41.2;124.9;30;0;0
459;41.3;124.9;30;0;0
460;41.3;124.9;30;1;0
461;41.3;124.9;30;1;1
462;41.3;124.9;30;0;1
463;41.4;124.9;30;0;0
464;41.5;124.9;30;0;0
465;41.6;124.9;30;0;0
466;41.6;124.9;30;0;0
467;41.7;124.9;30;0;0
468;41.7;124.9;30;1;0
469;41.8;124.9;30;1;1
470;41.8;124.9;30;0;1
471;41.9;124.9;30;0;0
472;42;124.9;30;0;0
473;42.1;124.9;30;0;0
474;42.2;124.9;30;0;0
475;42.2;124.9;30;0;0
476;42.3;124.9;30;0;0
477;42.3;124.9;30;1;0
478;42.3;124.9;30;0;1
479;42.5;124.9;30;0;0
480;42.6;124.9;30;0;0
481;42.6;124.9;30;0;0
482;42.7;124.9;30;0;0
483;42.8;124.9;30;0;0
484;42.9;124.9;30;0;0
485;43;124.9;30;1;0
486;43;124.9;30;1;1
487;43;124.9;30;0;1
488;43.1;124.9;30;0;0
489;43.2;124.9;30;0;0
490;43.1;124.9;30;0;0
491;43.2;124.9;30;0;0
492;43.3;124.9;30;0;0
493;43.4;124.9;30;0;0
494;43.6;124.9;30;1;0
495;43.7;124.9;30;0;1
496;43.7;124.9;30;0;0
497;43.7;124.9;30;0;0
498;43.8;124.9;30;0;0
499;43.9;124.9;30;0;0
500;44;124.9;30;0;0
501;44;124.9;30;0;0
502;43.9;124.9;30;1;0
503;44;124.9;30;1;1
504;44.1;124.9;30;0;1
505;44.1;124.9;30;0;0
506;44.2;124.9;30;0;0
507;44.3;124.9;30;0;0
508;44.4;124.9;30;0;0
509;44.5;124.9;30;0;0
510;44.5;124.9;30;1;0
511;44.5;124.9;30;1;1
512;44.6;124.9;30;0;1
513;44.6;124.9;30;0;0
514;44.6;124.9;30;0;0
515;44.7;124.9;30;0;0
516;44.8;124.9;30;0;0
517;44.8;124.9;30;0;0
518;44.8;124.9;30;0;0
519;45;124.9;30;1;0
520;45.2;124.9;30;0;1
521;45.3;124.9;30;0;0
522;45.4;124.9;30;0;0
523;45.5;124.9;30;0;0
524;45.6;124.9;30;0;0
525;45.7;124.9;30;0;0
526;45.8;124.9;30;0;0
527;45.8;124.9;30;1;0
528;45.8;124.9;30;1;1
529;45.7;124.9;30;0;1
530;45.8;124.9;30;0;0
531;45.8;124.9;30;0;0
532;45.8;124.9;30;0;0
533;45.8;124.9;30;0;0
534;46;124.9;30;0;0
535;45.9;124.9;30;0;0
536;46.2;124.9;30;1;0
537;46.4;124.9;30;0;1
538;46.4;124.9;30;0;0
539;46.4;124.9;30;0;0
540;46.5;124.9;30;0;0
541;46.6;124.9;30;0;0
542;46.7;124.9;30;0;0
543;46.8;124.9;30;0;0
544;46.9;124.9;30;1;0
545;47;124.9;30;1;1
546;47.1;124.9;30;0;1
547;47.1;124.9;30;0;0
548;47.1;124.9;30;0;0
549;47.2;124.9;30;0;0
550;47.3;124.9;30;0;0
551;47.3;124.9;30;0;0
552;47.3;124.9;30;1;0
553;47.5;124.9;30;1;1
554;47.5;124.9;30;0;1
555;47.6;124.9;30;0;0
556;47.7;124.9;30;0;0
557;47.8;124.9;30;0;0
558;47.8;124.9;30;0;0
559;47.8;124.9;30;0;0
560;48;124.9;30;0;0
561;48.1;124.9;30;1;0
562;48.2;124.9;30;1;1
563;48.2;124.9;30;0;1
564;48.4;124.9;30;0;0
565;48.5;124.9;30;0;0
566;48.5;124.9;30;0;0
567;48.6;124.9;30;0;0
568;48.6;124.9;30;0;0
569;48.7;124.9;30;1;0
570;48.9;124.9;30;1;1
571;48.9;124.9;30;0;1
572;49;124.9;30;0;0
573;49;124.9;30;0;0
574;49.1;124.9;30;0;0
575;49.2;124.9;30;0;0
576;49.3;124.9;30;0;0
577;49.4;124.9;30;1;0
578;49.3;124.9;30;1;1
579;49.4;124.9;30;0;1
580;49.4;124.9;30;0;0
581;49.5;124.9;30;0;0
582;49.6;124.9;30;0;0
583;49.8;124.9;30;0;0
584;49.9;124.9;30;0;0
585;50;124.9;30;0;0
586;50.1;124.9;30;1;0
587;50.2;124.9;30;1;1
588;50.3;124.9;30;0;1
589;50.4;124.9;30;0;0
590;50.4;124.9;30;0;0
591;50.5;124.9;30;0;0
592;50.6;124.9;30;0;0
593;50.6;124.9;30;0;0
594;50.9;124.9;30;0;0
595;50.8;124.9;30;1;0
596;50.9;124.9;30;1;1
597;51;124.9;30;0;1
598;51.1;124.9;30;0;0
599;51.1;124.9;30;0;0
600;51.1;124.9;30;0;0
601;51.3;124.9;30;0;0
602;51.4;124.9;30;0;0
603;51.4;124.9;30;1;0
604;51.6;124.9;30;1;1
605;51.6;124.9;30;0;1
606;51.7;124.9;30;0;0
607;51.8;124.9;30;0;0
608;51.8;124.9;30;0;0
609;51.9;124.9;30;0;0
610;52;124.9;30;0;0
611;52;124.9;30;0;0
612;52;124.9;30;1;0
613;52.1;124.9;30;0;1
614;52.3;124.9;30;0;0
615;52.3;124.9;30;0;0
616;52.6;124.9;30;0;0
617;52.8;124.9;30;0;0
618;53;124.9;30;0;0
619;53;124.9;30;0;0
620;53.2;124.9;30;1;0
621;53.3;124.9;30;1;1
622;53.3;124.9;30;0;1
623;53.4;124.9;30;0;0
624;53.4;124.9;30;0;0
625;53.4;124.9;30;0;0
626;53.5;124.9;30;0;0
627;53.8;124.9;30;0;0
628;53.8;124.9;30;1;0
629;53.9;124.9;30;1;1
630;53.9;124.9;30;0;1
631;53.9;124.9;30;0;0
632;53.8;124.9;30;0;0
633;53.9;124.9;30;0;0
634;53.9;124.9;30;0;0
635;53.9;124.9;30;0;0
636;54.1;124.9;30;0;0
637;54.3;124.9;30;1;0
638;54.4;124.9;30;1;1
639;54.4;124.9;30;0;1
640;54.4;124.9;30;0;0
641;54.6;124.9;30;0;0
642;54.7;124.9;30;0;0
643;54.9;124.9;30;0;0
644;54.9;124.9;30;0;0
645;54.9;124.9;30;1;0
646;54.9;124.9;30;1;1
647;55;124.9;30;0;1
648;55.1;124.9;30;0;0
649;55.1;124.9;30;0;0
650;55.3;124.9;30;0;0
651;55.4;124.9;30;0;0
652;55.6;124.9;30;0;0
653;55.7;124.9;30;0;0
654;55.8;124.9;30;1;0
655;55.8;124.9;30;1;1
656;55.8;124.9;30;0;1
657;55.9;124.9;30;0;0
658;55.7;124.9;30;0;0
659;55.9;124.9;30;0;0
660;56;124.9;30;0;0
661;56.1;124.9;30;0;0
662;56.2;124.9;30;1;0
663;56.3;124.9;30;1;1
664;56.4;124.9;30;0;1
665;56.5;124.9;30;0;0
666;56.8;124.9;30;0;0
667;56.9;124.9;30;0;0
668;57;124.9;30;0;0
669;57;124.9;30;0;0
670;57.1;124.9;30;0;0
671;57.1;124.9;30;1;0
672;57.1;124.9;30;1;1
673;57.2;124.9;30;0;1
674;57.4;124.9;30;0;0
675;57.3;124.9;30;0;0
676;57.4;124.9;30;0;0
677;57.6;124.9;30;0;0
678;57.6;124.9;30;0;0
679;57.7;124.9;30;1;0
680;57.8;124.9;30;1;1
681;57.9;124.9;30;0;1
682;58;124.9;30;0;0
683;58.1;124.9;30;0;0
684;58.2;124.9;30;0;0
685;58.3;124.9;30;0;0
686;58.3;124.9;30;0;0
687;58.5;124.9;30;0;0
688;58.7;124.9;30;1;0
689;58.8;124.9;30;1;1
690;58.8;124.9;30;0;1
691;58.9;124.9;30;0;0
692;59.2;124.9;30;0;0
693;59.3;124.9;30;0;0
694;59.3;124.9;30;0;0
695;59.3;124.9;30;0;0
696;59.4;124.9;30;1;0
697;59.5;124.9;30;1;1
698;59.6;124.9;30;0;1
699;59.8;124.9;30;0;0
700;59.9;124.9;30;0;0
701;60.1;124.9;30;0;0
702;60.2;124.9;30;0;0
703;60.3;124.9;30;0;0
704;60.5;124.9;30;1;0
705;60.4;124.9;30;1;1
706;60.5;124.9;30;1;1
707;60.6;124.9;30;0;1
708;60.6;124.9;30;0;0
709;60.6;124.9;30;0;0
710;60.7;124.9;30;0;0
711;60.8;124.9;30;0;0
712;61;124.9;30;0;0
713;61;124.9;30;1;0
714;61.2;124.9;30;1;1
715;61.3;124.9;30;0;1
716;61.5;124.9;30;0;0
717;61.6;124.9;30;0;0
718;61.6;124.9;30;0;0
719;61.7;124.9;30;0;0
720;61.7;124.9;30;0;0
721;61.7;124.9;30;1;0
722;61.9;124.9;30;1;1
723;61.9;124.9;30;0;1
724;61.9;124.9;30;0;0
725;62;124.9;30;0;0
726;62.1;124.9;30;0;0
727;62.3;124.9;30;0;0
728;62.5;124.9;30;0;0
729;62.6;124.9;30;0;0
730;62.6;124.9;30;1;0
731;62.8;124.9;30;1;1
732;62.9;124.9;30;0;1
733;63;124.9;30;0;0
